question_id,question,old_expected_documents,rank,candidate_document,candidate_chunk_id,score,candidate_text
Q047,Can I get more time?,Assessment policy | University of Liverpool Extenuating Circumstances Policy,3,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p2_c4,0.3307344317436218,are doing your Masters www.ukcisa.org.uk/Information- dissertation; writing-up your PhD thesis -Advice/Visas-and-Immigration/ or making corrections following your Protecting-your-Student-status viva then this still counts as term time. Do not plan to travel or work more than 20 hours per week during this time. You should remain living in the Liverpool area during your studies.
Q047,Can I get more time?,Assessment policy | University of Liverpool Extenuating Circumstances Policy,4,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p11_c4",0.315412312746048,"rking days. It is anticipated, however, that there may be occasions when it is not feasible to meet this deadline, as described in section 1(i) above. (e) If it proves impossible to respond within 10 working days, the student shall be informed of the timescale for a response. (f) If the person with whom an issue has been raised does not consider that any action is required, they must provide an explanation for this. 10"
Q047,Can I get more time?,Assessment policy | University of Liverpool Extenuating Circumstances Policy,5,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p8_c2,0.30423158407211304,"ployment or your off-campus room (including via you take part in organised activities or walking and running routes. for any more than 15 hours per week in devices such as a computer, laptop, mobile independent exercise, our sports services term-time. provide a great way to meet people, get- We hope you find something via our phone, games console or DVD/digital connected and achieve a level of fitness various programmes and offers. For further recorder), it is a legal requirement to obtain If you do decide to take on a part-time and general wellbeing that can help you information you can visit our website at a television licence and failure to do so job, you should remember that this cope with the other, more demanding liverpool.ac.uk/sports/, or contact the can lead to a fine of up to £1,"
Q048,Who can help me with my problem?,Student support policy | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,1,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p18_c4,0.23698055744171143,"allocated an If you need to be seen urgently by a doctor The Wellbeing Team is staffed with a team and talk through any issues you may have. Academic Adviser who is responsible for and cannot wait until the next working day, of dedicated Wellbeing Practitioners who We provide a confidential and quiet space providing appropriate support to help you you can contact the Practice on T: +44 are here to provide practical and pastoral for you to come and talk to us about any to fulfil your academic potential in your (0)151 285 4578 who will direct your call support, advice and guidance to students issues affecting your wellbeing. studies. S/he will usually meet with you at to the service managing out of hours. The throughout their time at university. the beginning of your studies and normally te"
Q048,Who can help me with my problem?,Student support policy | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,2,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p18_c4,0.23698055744171143,"allocated an If you need to be seen urgently by a doctor The Wellbeing Team is staffed with a team and talk through any issues you may have. Academic Adviser who is responsible for and cannot wait until the next working day, of dedicated Wellbeing Practitioners who We provide a confidential and quiet space providing appropriate support to help you you can contact the Practice on T: +44 are here to provide practical and pastoral for you to come and talk to us about any to fulfil your academic potential in your (0)151 285 4578 who will direct your call support, advice and guidance to students issues affecting your wellbeing. studies. S/he will usually meet with you at to the service managing out of hours. The throughout their time at university. the beginning of your studies and normally te"
Q048,Who can help me with my problem?,Student support policy | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,3,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p19_c10,0.22258897125720978,ate Students34 / /35
Q048,Who can help me with my problem?,Student support policy | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,4,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p10_c2",0.20812751352787018,"experiencing financial hardship should contact the following: Money Advice and Guidance, Student Services Centre, Alsop Building, University Square, Liverpool, L3 5TX Tel: +44(0)151 795 1000 Email: money@liverpool.ac.uk 11.4 International students experiencing difficulties should contact the following: International Advice and Guidance, Student Services Centre, Alsop Building, University Square, Liverpool, L3 5TX Tel: +44(0)151 795 1000 Email: iagteam@liverpool.ac.uk Page 10 of 10"
Q048,Who can help me with my problem?,Student support policy | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,5,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p26_c3,0.2066037952899933,"ionate way of achieving the aims of overcoming genuine disadvantage. Proportionate refers to the balancing of competing relevant factors. These will vary depending on the basis for the positive action. Other relevant factors will include the objective of the action, the cost of the action taken, the seriousness of the disadvantage, the impact such action may have on other protected groups. The University needs to consider: • Is the action an appropriate and reasonable way to achieve the stated aim? • Would it be possible to achieve the aim as effectively by other actions (is Positive Action the only option available)? Unlimited positive action is not proportionate. Any action will need to be reviewed regularly to determine if the desired outcome has been achieved or if other approaches nee"
Q050,Can I retake it?,Assessment policy | Academic regulations,1,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c4,0.6003265380859375,"it. The usual rules with regard to marks achieved in re-assessments will apply (unless the reassessments are being regarded as ‘first attempts’ on account of extenuating circumstances). When an assessment is re-sat/re-taken as a ‘first attempt’ all the options available in relation to first attempts will be available to the Extenuating Circumstances Committee and the Board of Examiners i.e. your examination/assessment will be treated as if you had never previously taken the exam or attempted the assessment. Where the failed credit is ‘carried’ into the next year of study and then re-assessed, the Board of Examiners will not take into account the original claim of extenuating circumstances when considering progression or final degree classification. 5.3 Undergraduate programmes, final year"
Q050,Can I retake it?,Assessment policy | Academic regulations,2,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p30_c4,0.5984089970588684,ditation/ but fewer than 330 credits and are only Board of Examiners will decide whether it marks are capped at 40% (or 50% for level recognition. therefore eligible for the award of a pass has sufficient evidence of the student’s 7 modules) and no further opportunity for degree; or achievement to determine the award. If the re-assessment would be available. Intercalated degrees Board of Examiners considers that there is (iii) Students with a failed module or In circumstances where there have been In the case of students intercalating enough work (normally 60 credits) and that modules in Year Three who have prima significant changes to a module or a from clinical degrees into the third year there is evidence that the programme’s facie met the criteria for the award of a module is not offer
Q050,Can I retake it?,Assessment policy | Academic regulations,3,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p27_c2,0.5869159698486328,"You would be given circumstances can either: Code of Practice on Assessment for academics or persons with professional clear guidance on whether or not the Present themselves for re-assessment further information about extenuating expertise, are independent of the University. re-take should be on a new topic; or in the failed assessment component(s) circumstances liverpool.ac.uk/media/ They help the University to ensure that the livacuk/tqsd/code-of-practice-on- standards of its awards are comparable As re-sitting the module without at the next re-assessment opportunity. assessment/appendix_M_cop_assess. with similar subjects and awards in other attendance. You would be given clear Students may be re-assessed in any pdf and liverpool.ac.uk/media/livacuk/ UK universities. They also ensure t"
Q050,Can I retake it?,Assessment policy | Academic regulations,4,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p30_c1,0.5809019207954407,"Final year re-assessments The marks for the modules in which Students permitted re-assessment Professional/statutory body Final year examinations/assessments examinations/assessments have been of research and independent study requirements may be re-sat re-sat at the next ordinary reassessed will be capped at 40% (or 50% modules will be notified of the submission Some professional, statutory or regulatory sitting of the examinations/assessments for level 7 modules) for the purpose of requirements and their entitlement to bodies may not allow an accredited/ for those modules by students who fail calculating the average for the degree supervision. recognised degree to be awarded to modules on the following basis: classification. students who do not pass their final year at Students may opt n"
Q050,Can I retake it?,Assessment policy | Academic regulations,5,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c2,0.5765973329544067,"may permit you to: either: be re-assessed in the relevant examination(s)/assessment(s) with the possibility of improving the mark (see section 7 below); or: keep the original mark but the Board of Examiners will take account of the fact that the performance represented by the mark was affected by extenuating circumstances when the degree classification is determined at the end of the final year. c) Extenuating circumstances that affect a re-assessment of an examination or assessment If extenuating circumstances have affected a re-assessed examination or assessment, the Extenuating Circumstances Committee may recommend that you should be allowed to re-sit/retake the examination/assessment again. This may be effected either by allowing you to ‘carry’ the failed credit (normally no more than"
Q051,I was treated unfairly. What should I do?,Student Complaints Policy and Procedure | Appeals policy | Student conduct policy,1,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p17_c2,0.3691812753677368,"you were not fit-to-sit. The Extenuating Circumstances Committee will only consider the claim if it considers that there were valid reasons why you would not have been capable of recognising this at the relevant time. Where a claim is considered, the Extenuating Circumstances Committee may recommend that you are referred to fitness to practise procedures if the claim suggests that you are not fit to proceed with studies at the point of submission of the claim or that you require additional support or reasonable adjustments to be able to continue towards a professional qualification. Where it is determined that a claim has been submitted retrospectively without valid reason, this may be regarded as a fitness to practise matter by the relevant clinical school. 10. APPEALS You have the right"
Q051,I was treated unfairly. What should I do?,Student Complaints Policy and Procedure | Appeals policy | Student conduct policy,2,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p19_c1,0.3671468198299408,"• Negative treatment of a person based on a characteristic of that person, for example, because they speak with a certain accent, or because they support a certain sports team. This list is not intended to be exhaustive, and bullying can take other forms. Direct discrimination Direct discrimination occurs when “a person treats another person less favourably than they treat or would treat another because of a protected characteristic”. A comparison must be made with how they have treated other people or would have treated other people without that protected characteristic in similar circumstances. If it is shown that the person has a clear disadvantage, then the treatment is likely to be less favourable. The comparator must: • Have no material differences between their circumstances and the"
Q051,I was treated unfairly. What should I do?,Student Complaints Policy and Procedure | Appeals policy | Student conduct policy,3,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c6,0.3670191168785095,"uding the class of the award, if appropriate). You may be offered the option of: either: accepting that award; or: of re-taking/re-sitting the missed/affected assessments as a ‘first attempt’ at the next ordinary sitting (see section 7, below) In considering the award to be made, the Extenuating Circumstances Committee will take account of the extent to which your performance in the assessed work which is available is judged to have been affected by extenuating circumstances."
Q051,I was treated unfairly. What should I do?,Student Complaints Policy and Procedure | Appeals policy | Student conduct policy,4,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p28_c2,0.36111629009246826,"ated to the provisions of the Equality Act • Make an allegation (whether or not express) that another person has done something in breach of the Equality Act. Detriment in the context of victimisation generally means anything which the individual might reasonably consider changes their position for the worse or puts them at a disadvantage. This could include rejected for promotion, denied an opportunity, excluded from opportunities, overlooked etc. Victimisation does not require a comparator. 28"
Q051,I was treated unfairly. What should I do?,Student Complaints Policy and Procedure | Appeals policy | Student conduct policy,5,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p7_c4,0.3489948809146881,", for a valid reason, was not available at the time that the case was considered; c) That the sanction imposed is disproportionate to the offence. 4.2 An appeal can be made by submitting a statement within 10 working days of receiving the outcome letter to one of the following, as appropriate and detailed in the student’s outcome letter: APPENDIX A – STUDENT CONDUCT POLICY PROCEDURES"
Q057,The policy says every plagiarism case leads to permanent expulsion. How long does the expulsion last?,Academic misconduct policy,1,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p3_c4",0.4776696562767029,"es has been reduced from 5 to 4. Category A, which was ‘minor error’ has been removed, as this can be addressed through marking schemes. The remaining categories have been relabelled: Category B is now Category 1, Category C is now Category 2, Category D is now Category 3, Category E is now Category 4. • The oﬀence of ‘misconduct in research’ has been removed as this is covered under a separate policy: the Policy on Misconduct in Research. • There is a deﬁniƟon for a new oﬀence: ‘self-plagiarism/re-use of work’. • Personal ExtenuaƟng Circumstances (PECs) will not be accepted as reason for commiƫng academic misconduct but where they are accepted in accordance with the AddiƟonal ConsideraƟons Policy they can be taken into account to miƟgate the penalty for Category 2, 3 and 4 oﬀences."
Q057,The policy says every plagiarism case leads to permanent expulsion. How long does the expulsion last?,Academic misconduct policy,2,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p7_c3,0.44577139616012573,"following the procedure from 3.4 onwards above. 3.20 Records should be retained for six years after the student has left the University. 4 Local Disciplinary Action – Right of Appeal 4.1 A responding student has the right of appeal of the decision taken under Local Disciplinary Action, but these can only be submitted on the following grounds: a) That there were procedural irregularities in the consideration and in the decisions made under Local Disciplinary Action which had a material bearing on the outcome reached and therefore renders the outcome unfair; b) That new information is available which is material to the decisions taken and which, for a valid reason, was not available at the time that the case was considered; c) That the sanction imposed is disproportionate to the offence. 4.2"
Q057,The policy says every plagiarism case leads to permanent expulsion. How long does the expulsion last?,Academic misconduct policy,3,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p31_c1,0.4456029534339905,"Where, prior to a resit period, students Students who embrace academic integrity Plagiarism occurs when a student Acceptable proof-reading practice would consider that their first (or second) attempt understand that they must produce their misrepresents the work or ideas of any include the identification of typographical, at an assessment was affected by PECs own work, acknowledging explicitly any other person (including another student) or grammatical or spelling errors, formatting and that there were valid reasons why material that has been included from other of any institution, as his/her own work. or citation errors or inconsistencies, they could not have submitted a PEC claim sources or legitimate collaboration, and repetition or duplication of text, ambiguous before the Board of Exa"
Q057,The policy says every plagiarism case leads to permanent expulsion. How long does the expulsion last?,Academic misconduct policy,4,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p7_c4,0.4378732144832611,", for a valid reason, was not available at the time that the case was considered; c) That the sanction imposed is disproportionate to the offence. 4.2 An appeal can be made by submitting a statement within 10 working days of receiving the outcome letter to one of the following, as appropriate and detailed in the student’s outcome letter: APPENDIX A – STUDENT CONDUCT POLICY PROCEDURES"
Q057,The policy says every plagiarism case leads to permanent expulsion. How long does the expulsion last?,Academic misconduct policy,5,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p36_c9,0.4314671754837036,"nts before the date of the award of a of another’s concept as one’s own. Assessment which can be found at are ultimately responsible for ensuring degree, diploma or certificate will be liverpool.ac.uk/aqsd/academic- that their tuition fees are paid. deemed ineligible to be presented for Self-Plagiarism / Re-use of work codes-of-practice/code-of-practice- such an award. Further details, including Self-plagiarism is considered a breach Where by 2 February 2026 (or by 2 June on-assessment/ the Payment Policy 2025/26: Student of academic integrity and includes the 2026 for those whose programmes start in Programme Fees, Accommodation Fees, reuse of material that the student has January 2026) a student fails to make the Fines and Charges, can be found at previously submitted for assessment, nec"
Q058,"I can appeal any mark simply because I disagree with the examiner's academic judgement, correct?",Appeals policy,1,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c2,0.6309489011764526,"t the end of the final year and will make an appropriate recommendation to the Board of Examiners as to the classification of degree you should be awarded. 6. ASSESSMENT MARKS A mark can only be increased if you re-sit/re-take the examination or assessment and achieve a better performance; however, your performance in a resit may result in a lower mark being achieved and recorded as your final mark. If your claim is successful but you choose not to be re-assessed, the mark will not be altered, but the Extenuating Circumstances Committee will consider the impact of the affected mark on your overall results at the end of the final year and will make an appropriate recommendation to the Board of Examiners on the classification of your degree. If you have had extenuating circumstances accepted"
Q058,"I can appeal any mark simply because I disagree with the examiner's academic judgement, correct?",Appeals policy,2,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p17_c3,0.6210038065910339,"spectively without valid reason, this may be regarded as a fitness to practise matter by the relevant clinical school. 10. APPEALS You have the right to appeal through the Assessment Appeals Procedures (Code of Practice on Assessment, Appendix F) against a decision of an Extenuating Circumstances Committee and/or a Board of Examiners in relation to a submitted extenuating circumstances claim but only on the following grounds: that extenuating circumstances were divulged but: i. there was a procedural error in the decision taken by an Extenuating Circumstances Committee or Board of Examiners when considering the circumstances; or ii. the student is presenting new or additional material evidence, which, for valid reason, they were unable to provide at the time of submitting the extenuating c"
Q058,"I can appeal any mark simply because I disagree with the examiner's academic judgement, correct?",Appeals policy,3,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p12_c4,0.5811169147491455,"ard of Examiners can make recommendations/awards respectively on degree classifications (e.g. First, 2:1 etc.). However, the Committee and the Board cannot change individual assessment/module marks; a mark can only be increased if the examination/assessment is re-sat/re-taken but you should be aware that the resit could also lead to a lower mark being awarded (see section 6, below). The recommendations that can be made will depend on your stage of study and the type of assessment affected. If you are given a choice to let a mark stand or to re-sit/re-take an assessment/examination, you will be asked to indicate your choice at this point. You should check carefully below to find the option that applies to you. 5.2 Undergraduate programmes (including clinical programmes), non-final year (e.g"
Q058,"I can appeal any mark simply because I disagree with the examiner's academic judgement, correct?",Appeals policy,4,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p37_c10,0.5752094388008118,"hysician. At the end An assessment appeal is a challenge programmes in the Faculty of Health of the formal investigation, the Investigating Where a student submits an appeal, they to, or a request for reconsideration (on and Life Sciences with professional/ Officer may conclude: will not be permitted to attend graduation specified grounds) of a decision made by statutory body regulation that necessitates (i) That there is no case to be taken the University on student assessments and or graduate until either the appeal is Fitness to Practise processes or on a forward, in which case the student will be awards. concluded or withdrawn. informed that no further action will be taken Your University – Handbook for Postgraduate Students70 / /71"
Q058,"I can appeal any mark simply because I disagree with the examiner's academic judgement, correct?",Appeals policy,5,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c4",0.5749715566635132,"Examiners as they are the ﬁnal point in the process for determining the outcomes for Personal ExtenuaƟng Claims under the new AddiƟonal ConsideraƟons Policy. • References to ExtenuaƟng Circumstances Commitees replaced by Board of Examiners, references to ExtenuaƟng Circumstances updated to Personal ExtenuaƟng Circumstances (PECs), and references to the Policy on ExtenuaƟng Circumstances updated to AddiƟonal ConsideraƟons Policy for Taught Students. • The grounds for a stage 1 assessment appeal have been rewriten to separate out and clarify the diﬀerent grounds for such an appeal, i.e. the grounds in respect of a decision on a PEC claim, the grounds for an appeal against the decision on an academic integrity claim (and bringing this in line with changes to the Academic Integrity Policy), a"
