question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,top_1_chunk_id,top_1_document,top_1_score,top_1_hit,hit_at_3,hit_at_5,precision_at_5,recall_at_5,full_evidence_coverage_at_5,mrr_at_5,retrieval_time_seconds,correction_applied,quality_passed,correction_reasons,retrieval_stage,rewritten_query,rewrite_applied,retrieved_chunk_ids,retrieved_documents,retrieved_pages,notes
V2Q058,What route is available to a postgraduate student who wants to challenge certain decisions of the Board of Examiners?,factual,easy,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c1,1,UOL_undergraduate_handbook.pdf_p41_c3,University of Liverpool Undergraduate Handbook,0.015165441176470588,False,False,False,0.0,0.0,False,0.0,0.049495500046759844,False,True,,initial_hybrid,,False,UOL_undergraduate_handbook.pdf_p41_c3 | UOL_extenuating_circumstances_policy.pdf_p12_c3 | UOL_undergraduate_handbook.pdf_p41_c7 | UOL_undergraduate_handbook.pdf_p42_c1 | UOL_undergraduate_handbook.pdf_p41_c4,University of Liverpool Undergraduate Handbook | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,41 | 12 | 41 | 42 | 41,Write a direct factual question answerable from the gold evidence.
V2Q059,When should a concern move from Early Resolution to the Formal Complaint stage?,paraphrased,medium,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1",Student Complaints Policy and Procedure,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.0508539997972548,False,True,,initial_hybrid,,False,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p14_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p11_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,12 | 14 | 16 | 11 | 16,Write the question using wording different from the source while preserving the same meaning.
V2Q060,What reassessment opportunity may be available to an undergraduate student who fails up to 30 credits in the final year but still achieves an honours-level average?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p30_c9,1,UOL_undergraduate_handbook.pdf_p30_c2,University of Liverpool Undergraduate Handbook,0.016133229247983348,False,True,True,0.2,1.0,True,0.5,0.038097500102594495,False,True,,initial_hybrid,,False,UOL_undergraduate_handbook.pdf_p30_c2 | UOL_undergraduate_handbook.pdf_p30_c9 | UOL_postgraduate_handbook.pdf_p25_c4 | UOL_undergraduate_handbook.pdf_p31_c4 | UOL_undergraduate_handbook.pdf_p31_c3,University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,30 | 30 | 25 | 31 | 31,Write a direct factual question answerable from the gold evidence.
V2Q061,How are roles divided when an academic-integrity offence is investigated under the updated assessment arrangements?,factual,easy,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c2",1,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c1",University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,0.015889029003783105,False,False,False,0.0,0.0,False,0.0,0.03946510003879666,False,True,,initial_hybrid,,False,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c1 | UOL_postgraduate_handbook.pdf_p31_c8 | UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c4 | UOL_postgraduate_handbook.pdf_p37_c3 | UOL_postgraduate_handbook.pdf_p37_c7",University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes | University of Liverpool Postgraduate Handbook | University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook,4 | 31 | 4 | 37 | 37,Write a direct factual question answerable from the gold evidence.
V2Q062,How should a self-funding student's tuition-fee deposit be treated when they pay the remaining programme fee?,procedural,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p5_c4",1,"UOL_payment_policy_2026,2027.pdf_p5_c4",University of Liverpool Payment Policy 2026-27,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.04416100005619228,False,True,,initial_hybrid,,False,"UOL_payment_policy_2026,2027.pdf_p5_c4 | UOL_payment_policy_2026,2027.pdf_p5_c3 | UOL_payment_policy_2026,2027.pdf_p5_c2 | UOL_payment_policy_2026,2027.pdf_p3_c3 | UOL_payment_policy_2026,2027.pdf_p5_c5",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27,5 | 5 | 5 | 3 | 5,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q063,What does the updated Recognition of Prior Learning policy imply about how prior credit must be matched to a programme?,reasoning,hard,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p6_c1",1,UOL_postgraduate_handbook.pdf_p24_c1,University of Liverpool Postgraduate Handbook,0.016133229247983348,False,True,True,0.2,1.0,True,0.5,0.05388650018721819,False,True,,initial_hybrid,,False,"UOL_postgraduate_handbook.pdf_p24_c1 | UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p6_c1 | UOL_postgraduate_handbook.pdf_p24_c3 | UOL_postgraduate_handbook.pdf_p24_c2 | UOL_postgraduate_handbook.pdf_p32_c9",University of Liverpool Postgraduate Handbook | University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook,24 | 6 | 24 | 24 | 32,Require interpretation of the evidence rather than simple keyword copying.
V2Q064,"When does the University recalculate programme fees after a student does not register, leaves, or interrupts study?",paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p6_c1",1,"UOL_payment_policy_2026,2027.pdf_p6_c1",University of Liverpool Payment Policy 2026-27,0.015889029003783105,True,True,True,0.2,1.0,True,1.0,0.039476299891248345,False,True,,initial_hybrid,,False,"UOL_payment_policy_2026,2027.pdf_p6_c1 | UOL_undergraduate_handbook.pdf_p37_c1 | UOL_payment_policy_2026,2027.pdf_p1_c2 | UOL_postgraduate_handbook.pdf_p33_c1 | UOL_payment_policy_2026,2027.pdf_p5_c5",University of Liverpool Payment Policy 2026-27 | University of Liverpool Undergraduate Handbook | University of Liverpool Payment Policy 2026-27 | University of Liverpool Postgraduate Handbook | University of Liverpool Payment Policy 2026-27,6 | 37 | 1 | 33 | 5,Write the question using wording different from the source while preserving the same meaning.
V2Q065,What evidence is normally required if a student claims extenuating circumstances because of religious observance?,paraphrased,medium,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p10_c3,1,UOL_extenuating_circumstances_policy.pdf_p10_c3,University of Liverpool Extenuating Circumstances Policy,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.06090439995750785,False,True,,initial_hybrid,,False,UOL_extenuating_circumstances_policy.pdf_p10_c3 | UOL_extenuating_circumstances_policy.pdf_p7_c3 | UOL_extenuating_circumstances_policy.pdf_p12_c3 | UOL_extenuating_circumstances_policy.pdf_p5_c5 | UOL_student_conduct1.pdf_p11_c4,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | Student Conduct Procedures — Appendix A,10 | 7 | 12 | 5 | 11,Write the question using wording different from the source while preserving the same meaning.
V2Q066,Why should a student include all relevant issues and evidence when requesting a Review of a formal complaint?,reasoning,hard,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3",Student Complaints Policy and Procedure,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.03528610011562705,False,True,,initial_hybrid,,False,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p13_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p13_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c1",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,16 | 17 | 13 | 13 | 16,Require interpretation of the evidence rather than simple keyword copying.
V2Q067,What may happen after a visa refusal if IAG assesses an appeal or administrative review as unlikely to succeed?,paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p13_c2,1,UOL_student_guide_visa_holders.pdf_p8_c5,Student Guide for UK Visa Holders 2026,0.016129032258064516,False,False,False,0.0,0.0,False,0.0,0.0408373000100255,False,True,,initial_hybrid,,False,UOL_student_guide_visa_holders.pdf_p8_c5 | UOL_UKVI_complience.pdf_p12_c5 | UOL_student_guide_visa_holders.pdf_p4_c7 | UOL_student_guide_visa_holders.pdf_p8_c4 | UOL_UKVI_complience.pdf_p13_c1,Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route,8 | 12 | 4 | 8 | 13,Write the question using wording different from the source while preserving the same meaning.
V2Q068,What must a student provide if they request a late Review of a Formal Complaint outcome?,factual,easy,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p15_c4",Student Complaints Policy and Procedure,0.015889029003783105,False,True,True,0.2,1.0,True,0.5,0.042832500068470836,False,True,,initial_hybrid,,False,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p15_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c1",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,15 | 16 | 17 | 16 | 17,Write a direct factual question answerable from the gold evidence.
V2Q069,What does the University commit to when it issues a CAS under its Student sponsor licence?,paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p3_c1,1,UOL_UKVI_complience.pdf_p3_c1,Policy on UKVI Compliance — Student Route,0.016133229247983348,True,True,True,0.2,1.0,True,1.0,0.03902379982173443,False,True,,initial_hybrid,,False,UOL_UKVI_complience.pdf_p3_c1 | UOL_UKVI_complience.pdf_p9_c2 | UOL_UKVI_complience.pdf_p5_c4 | UOL_UKVI_complience.pdf_p2_c4 | UOL_student_guide_visa_holders.pdf_p3_c1,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026,3 | 9 | 5 | 2 | 3,Write the question using wording different from the source while preserving the same meaning.
V2Q070,Which broad topics are covered in the Postgraduate Handbook's sections on programme rules and student conduct?,paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p2_c3,1,"UOL_payment_policy_2026,2027.pdf_p4_c3",University of Liverpool Payment Policy 2026-27,0.014162077104642014,False,False,False,0.0,0.0,False,0.0,0.040621599880978465,False,True,,initial_hybrid,,False,"UOL_payment_policy_2026,2027.pdf_p4_c3 | UOL_undergraduate_handbook.pdf_p40_c10 | UOL_postgraduate_handbook.pdf_p35_c8 | UOL_UKVI_complience.pdf_p3_c1 | UOL_UKVI_complience.pdf_p3_c3",University of Liverpool Payment Policy 2026-27 | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,4 | 40 | 35 | 3 | 3,Write the question using wording different from the source while preserving the same meaning.
V2Q071,When can a graduate apply for the Graduate Route visa according to the guide?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p11_c3,1,UOL_student_guide_visa_holders.pdf_p11_c3,Student Guide for UK Visa Holders 2026,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.03660900006070733,False,True,,initial_hybrid,,False,UOL_student_guide_visa_holders.pdf_p11_c3 | UOL_student_guide_visa_holders.pdf_p11_c1 | UOL_student_guide_visa_holders.pdf_p11_c2 | UOL_UKVI_complience.pdf_p10_c5 | UOL_UKVI_complience.pdf_p11_c3,Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,11 | 11 | 11 | 10 | 11,Write a direct factual question answerable from the gold evidence.
V2Q072,How does the Diversity and Equality of Opportunity Policy relate to the University's other equality-related policies and plans?,reasoning,hard,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p30_c1,1,UOL_diversity-equality-opportunity-policy.pdf_p30_c1,"University of Liverpool Diversity, Equality and Opportunity Policy",0.016133229247983348,True,True,True,0.2,1.0,True,1.0,0.03930689999833703,False,True,,initial_hybrid,,False,UOL_diversity-equality-opportunity-policy.pdf_p30_c1 | UOL_diversity-equality-opportunity-policy.pdf_p4_c1 | UOL_diversity-equality-opportunity-policy.pdf_p10_c1 | UOL_diversity-equality-opportunity-policy.pdf_p8_c2 | UOL_diversity-equality-opportunity-policy.pdf_p11_c1,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",30 | 4 | 10 | 8 | 11,Require interpretation of the evidence rather than simple keyword copying.
V2Q073,A student has an automatic right of appeal against an Informal Resolution outcome in a conduct case. Is that correct?,adversarial_false_premise,hard,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p4_c2,1,UOL_student_conduct1.pdf_p4_c2,Student Conduct Procedures — Appendix A,0.01523897483260217,True,True,True,0.2,1.0,True,1.0,0.04145779996179044,False,True,,initial_hybrid,,False,UOL_student_conduct1.pdf_p4_c2 | UOL_student_conduct1.pdf_p7_c4 | UOL_student_conduct1.pdf_p26_c1 | UOL_student_conduct1.pdf_p4_c1 | UOL_student_conduct1.pdf_p7_c3,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,4 | 7 | 26 | 4 | 7,Create a plausible but false premise that the evidence allows the system to explicitly reject.
V2Q074,Can a retrospective extenuating-circumstances claim about a previous resit ever affect how a later resit attempt is counted?,factual,easy,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p16_c6,1,UOL_extenuating_circumstances_policy.pdf_p16_c6,University of Liverpool Extenuating Circumstances Policy,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.04980809986591339,False,True,,initial_hybrid,,False,UOL_extenuating_circumstances_policy.pdf_p16_c6 | UOL_extenuating_circumstances_policy.pdf_p16_c5 | UOL_extenuating_circumstances_policy.pdf_p16_c4 | UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p16_c3,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,16 | 16 | 16 | 15 | 16,Write a direct factual question answerable from the gold evidence.
V2Q075,What can support an extenuating-circumstances claim when no independent documentary evidence is available?,procedural,medium,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p7_c2,1,UOL_extenuating_circumstances_policy.pdf_p6_c2,University of Liverpool Extenuating Circumstances Policy,0.016001024065540194,False,False,False,0.0,0.0,False,0.0,0.03645350015722215,False,True,,initial_hybrid,,False,UOL_extenuating_circumstances_policy.pdf_p6_c2 | UOL_extenuating_circumstances_policy.pdf_p6_c5 | UOL_extenuating_circumstances_policy.pdf_p6_c4 | UOL_extenuating_circumstances_policy.pdf_p5_c6 | UOL_extenuating_circumstances_policy.pdf_p6_c6,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,6 | 6 | 6 | 5 | 6,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q076,What support and representation options does a responding student have during a conduct investigation meeting?,reasoning,hard,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p12_c1,1,UOL_student_conduct1.pdf_p12_c2,Student Conduct Procedures — Appendix A,0.01527518656716418,False,True,True,0.2,1.0,True,0.5,0.05363110010512173,False,True,,initial_hybrid,,False,UOL_student_conduct1.pdf_p12_c2 | UOL_student_conduct1.pdf_p12_c1 | UOL_student_conduct1.pdf_p11_c5 | UOL_student_conduct1.pdf_p12_c3 | UOL_student_conduct1.pdf_p5_c5,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,12 | 12 | 11 | 12 | 5,Require interpretation of the evidence rather than simple keyword copying.
V2Q077,"If IAG thinks a visa-refusal appeal is likely to fail, the University must continue sponsoring the student until every possible appeal is exhausted. Is that correct?",adversarial_false_premise,hard,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p13_c3,1,UOL_student_guide_visa_holders.pdf_p8_c5,Student Guide for UK Visa Holders 2026,0.016009221311475412,False,False,False,0.0,0.0,False,0.0,0.04546599998138845,False,True,,initial_hybrid,,False,UOL_student_guide_visa_holders.pdf_p8_c5 | UOL_UKVI_complience.pdf_p13_c1 | UOL_UKVI_complience.pdf_p13_c2 | UOL_student_guide_visa_holders.pdf_p8_c2 | UOL_UKVI_complience.pdf_p12_c5,Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route,8 | 13 | 13 | 8 | 12,Create a plausible but false premise that the evidence allows the system to explicitly reject.
V2Q078,What kinds of behaviour should a student or staff member recognise as potential bullying that may need to be raised?,procedural,medium,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p18_c3,1,UOL_diversity-equality-opportunity-policy.pdf_p18_c2,"University of Liverpool Diversity, Equality and Opportunity Policy",0.01639344262295082,False,False,False,0.0,0.0,False,0.0,0.03972670016810298,False,True,,initial_hybrid,,False,UOL_diversity-equality-opportunity-policy.pdf_p18_c2 | UOL_diversity-equality-opportunity-policy.pdf_p5_c3 | UOL_diversity-equality-opportunity-policy.pdf_p23_c2 | UOL_student_conduct1.pdf_p4_c3 | UOL_student_conduct1.pdf_p4_c4,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A",18 | 5 | 23 | 4 | 4,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q079,How can non-consensual sexual touching be categorised under the indicative conduct sanctions?,factual,easy,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p7_c2,1,UOL_student_conduct2.pdf_p7_c2,Student Conduct Breaches and Indicative Sanctions — Appendix B,0.016133229247983348,True,True,True,0.2,1.0,True,1.0,0.039480899926275015,False,True,,initial_hybrid,,False,UOL_student_conduct2.pdf_p7_c2 | UOL_student_conduct2.pdf_p8_c4 | UOL_diversity-equality-opportunity-policy.pdf_p22_c2 | UOL_student_conduct2.pdf_p7_c1 | UOL_student_conduct2.pdf_p8_c3,"Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | University of Liverpool Diversity, Equality and Opportunity Policy | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B",7 | 8 | 22 | 7 | 8,Write a direct factual question answerable from the gold evidence.
V2Q080,How long does protection against maternity discrimination apply in the non-work context after giving birth?,paraphrased,medium,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p14_c3,1,UOL_diversity-equality-opportunity-policy.pdf_p14_c3,"University of Liverpool Diversity, Equality and Opportunity Policy",0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.0455159000121057,False,True,,initial_hybrid,,False,UOL_diversity-equality-opportunity-policy.pdf_p14_c3 | UOL_diversity-equality-opportunity-policy.pdf_p14_c2 | UOL_diversity-equality-opportunity-policy.pdf_p20_c1 | UOL_diversity-equality-opportunity-policy.pdf_p24_c1 | UOL_diversity-equality-opportunity-policy.pdf_p14_c1,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",14 | 14 | 20 | 24 | 14,Write the question using wording different from the source while preserving the same meaning.
V2Q081,What kind of environment does the University say it is committed to providing under its equality policy?,factual,easy,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p5_c2,1,UOL_diversity-equality-opportunity-policy.pdf_p4_c1,"University of Liverpool Diversity, Equality and Opportunity Policy",0.01565940787863959,False,False,False,0.0,0.0,False,0.0,0.04823299986310303,False,True,,initial_hybrid,,False,UOL_diversity-equality-opportunity-policy.pdf_p4_c1 | UOL_diversity-equality-opportunity-policy.pdf_p7_c1 | UOL_diversity-equality-opportunity-policy.pdf_p11_c1 | UOL_diversity-equality-opportunity-policy.pdf_p10_c1 | UOL_diversity-equality-opportunity-policy.pdf_p4_c3,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",4 | 7 | 11 | 10 | 4,Write a direct factual question answerable from the gold evidence.
V2Q082,What are the three stages of the Student Complaints Procedure described in the Postgraduate Handbook?,paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c5,1,UOL_postgraduate_handbook.pdf_p38_c4,University of Liverpool Postgraduate Handbook,0.016133229247983348,False,False,False,0.0,0.0,False,0.0,0.03706960007548332,False,True,,initial_hybrid,,False,"UOL_postgraduate_handbook.pdf_p38_c4 | UOL_undergraduate_handbook.pdf_p42_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p18_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p18_c4 | UOL_undergraduate_handbook.pdf_p42_c9",University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | University of Liverpool Undergraduate Handbook,38 | 42 | 18 | 18 | 42,Write the question using wording different from the source while preserving the same meaning.
V2Q083,Do the Undergraduate and Postgraduate Handbooks give materially different advice on securing personal belongings and reporting theft?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p13_c5 | UOL_postgraduate_handbook.pdf_p13_c6,2,UOL_undergraduate_handbook.pdf_p13_c4,University of Liverpool Undergraduate Handbook,0.015443098123069612,False,False,True,0.2,0.5,False,0.25,0.04853859986178577,False,True,,initial_hybrid,,False,UOL_undergraduate_handbook.pdf_p13_c4 | UOL_postgraduate_handbook.pdf_p13_c4 | UOL_undergraduate_handbook.pdf_p13_c3 | UOL_undergraduate_handbook.pdf_p13_c5 | UOL_postgraduate_handbook.pdf_p13_c5,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,13 | 13 | 13 | 13 | 13,Write a comparison question that genuinely requires evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q084,How do the Undergraduate and Postgraduate Handbooks advise a student who has been a victim of crime and also needs ongoing support?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p14_c8 | UOL_postgraduate_handbook.pdf_p14_c8,2,UOL_extenuating_circumstances_policy.pdf_p9_c4,University of Liverpool Extenuating Circumstances Policy,0.015512265512265512,False,False,False,0.0,0.0,False,0.0,0.04769030003808439,False,True,,initial_hybrid,,False,UOL_extenuating_circumstances_policy.pdf_p9_c4 | UOL_undergraduate_handbook.pdf_p14_c1 | UOL_student_conduct1.pdf_p18_c1 | UOL_postgraduate_handbook.pdf_p12_c4 | UOL_undergraduate_handbook.pdf_p12_c4,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | Student Conduct Procedures — Appendix A | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook,9 | 14 | 18 | 12 | 12,Write a comparison question that genuinely requires evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q085,How do the Undergraduate and Postgraduate Handbooks differ in the award requirements described in these sections?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p29_c9 | UOL_postgraduate_handbook.pdf_p23_c2,2,UOL_postgraduate_handbook.pdf_p24_c2,University of Liverpool Postgraduate Handbook,0.013986697965571206,False,False,False,0.0,0.0,False,0.0,0.03856909996829927,False,True,,initial_hybrid,,False,UOL_postgraduate_handbook.pdf_p24_c2 | UOL_postgraduate_handbook.pdf_p24_c8 | UOL_postgraduate_handbook.pdf_p24_c5 | UOL_postgraduate_handbook.pdf_p24_c10 | UOL_postgraduate_handbook.pdf_p23_c10,University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook,24 | 24 | 24 | 24 | 23,Write a comparison question that genuinely requires evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
