question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,top_1_chunk_id,top_1_document,top_1_score,top_1_hit,hit_at_3,hit_at_5,precision_at_5,recall_at_5,full_evidence_coverage_at_5,mrr_at_5,retrieval_time_seconds,retrieved_chunk_ids,retrieved_documents,retrieved_pages,dense_ranks,bm25_ranks,hybrid_scores,notes
V2Q052,What should a postgraduate student do after becoming a victim of crime if they also need ongoing support?,paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p14_c8,1,UOL_extenuating_circumstances_policy.pdf_p9_c4,University of Liverpool Extenuating Circumstances Policy,0.015512265512265512,False,False,False,0.0,0.0,False,0.0,0.03128760005347431,UOL_extenuating_circumstances_policy.pdf_p9_c4 | UOL_postgraduate_handbook.pdf_p12_c4 | UOL_undergraduate_handbook.pdf_p12_c4 | UOL_postgraduate_handbook.pdf_p14_c7 | UOL_undergraduate_handbook.pdf_p14_c7,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook,9 | 12 | 12 | 14 | 14,6 | 14 | 13 | 15 | 16,3 | 4 | 5 | 7 | 8,0.015512 | 0.014569 | 0.014542 | 0.014129 | 0.013932,Write the question using wording different from the source while preserving the same meaning.
V2Q053,Why is notifying the School before a missed examination or assessment important when claiming extenuating circumstances?,reasoning,hard,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p3_c4,1,UOL_extenuating_circumstances_policy.pdf_p3_c4,University of Liverpool Extenuating Circumstances Policy,0.015640273704789834,True,True,True,0.2,1.0,True,1.0,0.03145910007879138,UOL_extenuating_circumstances_policy.pdf_p3_c4 | UOL_extenuating_circumstances_policy.pdf_p4_c2 | UOL_extenuating_circumstances_policy.pdf_p5_c5 | UOL_extenuating_circumstances_policy.pdf_p3_c3 | UOL_extenuating_circumstances_policy.pdf_p7_c2,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,3 | 4 | 5 | 3 | 7,2 | 5 | 4 | 13 | 12,6 | 4 | 8 | 1 | 3,0.01564 | 0.015505 | 0.015165 | 0.015046 | 0.014881,Require interpretation of the evidence rather than simple keyword copying.
V2Q054,What records should be retained or sent to the Student Conduct Team after a local conduct investigation?,procedural,medium,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p6_c4,1,UOL_student_conduct1.pdf_p7_c2,Student Conduct Procedures — Appendix A,0.01639344262295082,False,True,True,0.2,1.0,True,0.5,0.04162529995664954,UOL_student_conduct1.pdf_p7_c2 | UOL_student_conduct1.pdf_p6_c4 | UOL_student_conduct1.pdf_p8_c3 | UOL_student_conduct1.pdf_p13_c3 | UOL_student_conduct1.pdf_p7_c1,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,7 | 6 | 8 | 13 | 7,1 | 2 | 6 | 3 | 10,1 | 2 | 3 | 7 | 4,0.016393 | 0.016129 | 0.015512 | 0.015399 | 0.014955,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q055,What should an undergraduate student do if they are a victim of crime and need support?,paraphrased,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p14_c8,1,UOL_undergraduate_handbook.pdf_p12_c4,University of Liverpool Undergraduate Handbook,0.015640273704789834,False,False,False,0.0,0.0,False,0.0,0.04275349993258715,UOL_undergraduate_handbook.pdf_p12_c4 | UOL_postgraduate_handbook.pdf_p12_c4 | UOL_postgraduate_handbook.pdf_p14_c7 | UOL_undergraduate_handbook.pdf_p14_c7 | UOL_undergraduate_handbook.pdf_p12_c5,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,12 | 12 | 14 | 14 | 12,2 | 3 | 16 | 17 | 18,6 | 7 | 4 | 5 | 14,0.01564 | 0.015399 | 0.014391 | 0.014186 | 0.013167,Write the question using wording different from the source while preserving the same meaning.
V2Q056,Why does the conduct policy require reliable identification before treating a substance as a Class A controlled drug?,reasoning,hard,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p10_c3,1,UOL_student_conduct2.pdf_p10_c2,Student Conduct Breaches and Indicative Sanctions — Appendix B,0.01639344262295082,False,True,True,0.2,1.0,True,0.5,0.028957600006833673,UOL_student_conduct2.pdf_p10_c2 | UOL_student_conduct2.pdf_p10_c3 | UOL_student_conduct2.pdf_p10_c1 | UOL_undergraduate_handbook.pdf_p15_c9 | UOL_postgraduate_handbook.pdf_p15_c9,Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,10 | 10 | 10 | 15 | 15,1 | 2 | 3 | 13 | 15,1 | 2 | 3 | 6 | 5,0.016393 | 0.016129 | 0.015873 | 0.014425 | 0.014359,Require interpretation of the evidence rather than simple keyword copying.
V2Q057,What happens after a disciplinary panel finds a breach and hears the reporting student's impact statement?,procedural,medium,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p24_c2,1,UOL_student_conduct1.pdf_p20_c1,Student Conduct Procedures — Appendix A,0.016129032258064516,False,False,False,0.0,0.0,False,0.0,0.03225019993260503,UOL_student_conduct1.pdf_p20_c1 | UOL_student_conduct1.pdf_p16_c2 | UOL_student_conduct1.pdf_p24_c1 | UOL_student_conduct1.pdf_p21_c2 | UOL_student_conduct1.pdf_p21_c3,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,20 | 16 | 24 | 21 | 21,2 | 1 | 4 | 5 | 3,2 | 4 | 1 | 3 | 9,0.016129 | 0.016009 | 0.016009 | 0.015629 | 0.015183,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q058,What route is available to a postgraduate student who wants to challenge certain decisions of the Board of Examiners?,factual,easy,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c1,1,UOL_undergraduate_handbook.pdf_p41_c3,University of Liverpool Undergraduate Handbook,0.015165441176470588,False,False,True,0.2,1.0,True,0.2,0.031151799950748682,UOL_undergraduate_handbook.pdf_p41_c3 | UOL_extenuating_circumstances_policy.pdf_p12_c3 | UOL_undergraduate_handbook.pdf_p42_c1 | UOL_undergraduate_handbook.pdf_p41_c4 | UOL_postgraduate_handbook.pdf_p38_c1,University of Liverpool Undergraduate Handbook | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,41 | 12 | 42 | 41 | 38,4 | 12 | 5 | 11 | 6,8 | 6 | 17 | 11 | 18,0.015165 | 0.01452 | 0.014186 | 0.014085 | 0.013986,Write a direct factual question answerable from the gold evidence.
V2Q059,When should a concern move from Early Resolution to the Formal Complaint stage?,paraphrased,medium,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1",Student Complaints Policy and Procedure,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.027984599815681577,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p14_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p11_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,12 | 14 | 16 | 11 | 16,2 | 1 | 3 | 4 | 10,1 | 4 | 2 | 5 | 3,0.016261 | 0.016009 | 0.016001 | 0.015505 | 0.015079,Write the question using wording different from the source while preserving the same meaning.
V2Q060,What reassessment opportunity may be available to an undergraduate student who fails up to 30 credits in the final year but still achieves an honours-level average?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p30_c9,1,UOL_undergraduate_handbook.pdf_p30_c2,University of Liverpool Undergraduate Handbook,0.016133229247983348,False,True,True,0.2,1.0,True,0.5,0.046520299976691604,UOL_undergraduate_handbook.pdf_p30_c2 | UOL_undergraduate_handbook.pdf_p30_c9 | UOL_postgraduate_handbook.pdf_p25_c4 | UOL_undergraduate_handbook.pdf_p31_c4 | UOL_undergraduate_handbook.pdf_p31_c3,University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,30 | 30 | 25 | 31 | 31,1 | 6 | 4 | 14 | 11,3 | 1 | 6 | 2 | 5,0.016133 | 0.015772 | 0.015388 | 0.014821 | 0.014735,Write a direct factual question answerable from the gold evidence.
V2Q061,How are roles divided when an academic-integrity offence is investigated under the updated assessment arrangements?,factual,easy,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c2",1,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c1",University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,0.015889029003783105,False,False,False,0.0,0.0,False,0.0,0.030963700031861663,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c1 | UOL_postgraduate_handbook.pdf_p31_c8 | UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c4 | UOL_postgraduate_handbook.pdf_p37_c3 | UOL_postgraduate_handbook.pdf_p37_c7",University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes | University of Liverpool Postgraduate Handbook | University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook,4 | 31 | 4 | 37 | 37,5 | 9 | 13 | 1 | 7,1 | 4 | 2 | 16 | 12,0.015889 | 0.015059 | 0.014914 | 0.014776 | 0.014407,Write a direct factual question answerable from the gold evidence.
V2Q062,How should a self-funding student's tuition-fee deposit be treated when they pay the remaining programme fee?,procedural,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p5_c4",1,"UOL_payment_policy_2026,2027.pdf_p5_c4",University of Liverpool Payment Policy 2026-27,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.03159409994259477,"UOL_payment_policy_2026,2027.pdf_p5_c4 | UOL_payment_policy_2026,2027.pdf_p5_c3 | UOL_payment_policy_2026,2027.pdf_p5_c2 | UOL_payment_policy_2026,2027.pdf_p3_c3 | UOL_payment_policy_2026,2027.pdf_p5_c5",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27,5 | 5 | 5 | 3 | 5,1 | 4 | 3 | 2 | 5,1 | 2 | 3 | 5 | 4,0.016393 | 0.015877 | 0.015873 | 0.015757 | 0.015505,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q063,What does the updated Recognition of Prior Learning policy imply about how prior credit must be matched to a programme?,reasoning,hard,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p6_c1",1,UOL_postgraduate_handbook.pdf_p24_c1,University of Liverpool Postgraduate Handbook,0.016133229247983348,False,True,True,0.2,1.0,True,0.5,0.03674229979515076,"UOL_postgraduate_handbook.pdf_p24_c1 | UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p6_c1 | UOL_postgraduate_handbook.pdf_p24_c3 | UOL_postgraduate_handbook.pdf_p24_c2 | UOL_postgraduate_handbook.pdf_p32_c9",University of Liverpool Postgraduate Handbook | University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook,24 | 6 | 24 | 24 | 32,1 | 2 | 4 | 6 | 5,3 | 4 | 2 | 1 | 18,0.016133 | 0.015877 | 0.015877 | 0.015772 | 0.014103,Require interpretation of the evidence rather than simple keyword copying.
V2Q064,"When does the University recalculate programme fees after a student does not register, leaves, or interrupts study?",paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p6_c1",1,"UOL_payment_policy_2026,2027.pdf_p6_c1",University of Liverpool Payment Policy 2026-27,0.015889029003783105,True,True,True,0.2,1.0,True,1.0,0.0389421998988837,"UOL_payment_policy_2026,2027.pdf_p6_c1 | UOL_undergraduate_handbook.pdf_p37_c1 | UOL_payment_policy_2026,2027.pdf_p1_c2 | UOL_postgraduate_handbook.pdf_p33_c1 | UOL_payment_policy_2026,2027.pdf_p5_c5",University of Liverpool Payment Policy 2026-27 | University of Liverpool Undergraduate Handbook | University of Liverpool Payment Policy 2026-27 | University of Liverpool Postgraduate Handbook | University of Liverpool Payment Policy 2026-27,6 | 37 | 1 | 33 | 5,5 | 12 | 6 | 13 | 4,1 | 2 | 8 | 3 | 14,0.015889 | 0.015009 | 0.014929 | 0.014786 | 0.014569,Write the question using wording different from the source while preserving the same meaning.
V2Q065,What evidence is normally required if a student claims extenuating circumstances because of religious observance?,paraphrased,medium,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p10_c3,1,UOL_extenuating_circumstances_policy.pdf_p10_c3,University of Liverpool Extenuating Circumstances Policy,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.028914400143548846,UOL_extenuating_circumstances_policy.pdf_p10_c3 | UOL_extenuating_circumstances_policy.pdf_p7_c3 | UOL_extenuating_circumstances_policy.pdf_p16_c6 | UOL_extenuating_circumstances_policy.pdf_p2_c3 | UOL_extenuating_circumstances_policy.pdf_p12_c3,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,10 | 7 | 16 | 2 | 12,1 | 2 | NA | 3 | NA,1 | 3 | 2 | NA | 4,0.016393 | 0.016001 | 0.008065 | 0.007937 | 0.007812,Write the question using wording different from the source while preserving the same meaning.
V2Q066,Why should a student include all relevant issues and evidence when requesting a Review of a formal complaint?,reasoning,hard,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3",Student Complaints Policy and Procedure,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.031148399924859405,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p13_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p13_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c1",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,16 | 17 | 13 | 13 | 16,1 | 8 | 3 | 11 | 9,2 | 3 | 9 | 5 | 7,0.016261 | 0.015289 | 0.015183 | 0.014735 | 0.014709,Require interpretation of the evidence rather than simple keyword copying.
V2Q067,What may happen after a visa refusal if IAG assesses an appeal or administrative review as unlikely to succeed?,paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p13_c2,1,UOL_student_guide_visa_holders.pdf_p8_c5,Student Guide for UK Visa Holders 2026,0.016129032258064516,False,False,False,0.0,0.0,False,0.0,0.03284720005467534,UOL_student_guide_visa_holders.pdf_p8_c5 | UOL_UKVI_complience.pdf_p12_c5 | UOL_student_guide_visa_holders.pdf_p4_c7 | UOL_student_guide_visa_holders.pdf_p8_c4 | UOL_UKVI_complience.pdf_p13_c1,Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route,8 | 12 | 4 | 8 | 13,2 | 9 | 7 | 10 | 11,2 | 1 | 4 | 5 | 6,0.016129 | 0.015443 | 0.015275 | 0.014835 | 0.014618,Write the question using wording different from the source while preserving the same meaning.
V2Q068,What must a student provide if they request a late Review of a Formal Complaint outcome?,factual,easy,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p15_c4",Student Complaints Policy and Procedure,0.015889029003783105,False,True,True,0.2,1.0,True,0.5,0.02831019996665418,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p15_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c1",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,15 | 16 | 17 | 16 | 17,5 | 4 | 3 | 1 | 10,1 | 2 | 9 | 13 | 5,0.015889 | 0.015877 | 0.015183 | 0.015046 | 0.014835,Write a direct factual question answerable from the gold evidence.
V2Q069,What does the University commit to when it issues a CAS under its Student sponsor licence?,paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p3_c1,1,UOL_UKVI_complience.pdf_p3_c1,Policy on UKVI Compliance — Student Route,0.016133229247983348,True,True,True,0.2,1.0,True,1.0,0.03604650008492172,UOL_UKVI_complience.pdf_p3_c1 | UOL_UKVI_complience.pdf_p9_c2 | UOL_UKVI_complience.pdf_p5_c4 | UOL_UKVI_complience.pdf_p2_c4 | UOL_student_guide_visa_holders.pdf_p3_c1,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026,3 | 9 | 5 | 2 | 3,1 | 4 | 3 | 9 | 8,3 | 1 | 5 | 2 | 4,0.016133 | 0.016009 | 0.015629 | 0.015311 | 0.015165,Write the question using wording different from the source while preserving the same meaning.
V2Q070,Which broad topics are covered in the Postgraduate Handbook's sections on programme rules and student conduct?,paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p2_c3,1,UOL_postgraduate_handbook.pdf_p1_c1,University of Liverpool Postgraduate Handbook,0.00819672131147541,False,False,False,0.0,0.0,False,0.0,0.02799220010638237,"UOL_postgraduate_handbook.pdf_p1_c1 | UOL_payment_policy_2026,2027.pdf_p1_c4 | UOL_payment_policy_2026,2027.pdf_p4_c3 | UOL_undergraduate_handbook.pdf_p1_c1 | UOL_postgraduate_handbook.pdf_p21_c10",University of Liverpool Postgraduate Handbook | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,1 | 1 | 4 | 1 | 21,1 | NA | NA | 2 | 3,NA | 1 | 2 | NA | NA,0.008197 | 0.008197 | 0.008065 | 0.008065 | 0.007937,Write the question using wording different from the source while preserving the same meaning.
V2Q071,When can a graduate apply for the Graduate Route visa according to the guide?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p11_c3,1,UOL_student_guide_visa_holders.pdf_p11_c3,Student Guide for UK Visa Holders 2026,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.03471740009263158,UOL_student_guide_visa_holders.pdf_p11_c3 | UOL_student_guide_visa_holders.pdf_p11_c1 | UOL_student_guide_visa_holders.pdf_p11_c2 | UOL_UKVI_complience.pdf_p10_c5 | UOL_UKVI_complience.pdf_p11_c3,Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,11 | 11 | 11 | 10 | 11,1 | 3 | 5 | 7 | 11,1 | 2 | 3 | 6 | 4,0.016393 | 0.016001 | 0.015629 | 0.015038 | 0.014855,Write a direct factual question answerable from the gold evidence.
V2Q072,How does the Diversity and Equality of Opportunity Policy relate to the University's other equality-related policies and plans?,reasoning,hard,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p30_c1,1,UOL_diversity-equality-opportunity-policy.pdf_p30_c1,"University of Liverpool Diversity, Equality and Opportunity Policy",0.016133229247983348,True,True,True,0.2,1.0,True,1.0,0.036217400105670094,UOL_diversity-equality-opportunity-policy.pdf_p30_c1 | UOL_diversity-equality-opportunity-policy.pdf_p4_c1 | UOL_diversity-equality-opportunity-policy.pdf_p10_c1 | UOL_diversity-equality-opportunity-policy.pdf_p8_c2 | UOL_diversity-equality-opportunity-policy.pdf_p11_c1,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",30 | 4 | 10 | 8 | 11,3 | 1 | 4 | 5 | 6,1 | 4 | 2 | 3 | 5,0.016133 | 0.016009 | 0.015877 | 0.015629 | 0.015268,Require interpretation of the evidence rather than simple keyword copying.
V2Q073,A student has an automatic right of appeal against an Informal Resolution outcome in a conduct case. Is that correct?,adversarial_false_premise,hard,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p4_c2,1,UOL_student_conduct1.pdf_p4_c2,Student Conduct Procedures — Appendix A,0.01523897483260217,True,True,True,0.2,1.0,True,1.0,0.029969000024721026,UOL_student_conduct1.pdf_p4_c2 | UOL_student_conduct1.pdf_p7_c4 | UOL_student_conduct1.pdf_p26_c1 | UOL_student_conduct1.pdf_p7_c3 | UOL_postgraduate_handbook.pdf_p36_c4,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | University of Liverpool Postgraduate Handbook,4 | 7 | 26 | 7 | 36,1 | 6 | 4 | 19 | NA,11 | 7 | 10 | 5 | 1,0.015239 | 0.015038 | 0.014955 | 0.014021 | 0.008197,Create a plausible but false premise that the evidence allows the system to explicitly reject.
V2Q074,Can a retrospective extenuating-circumstances claim about a previous resit ever affect how a later resit attempt is counted?,factual,easy,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p16_c6,1,UOL_extenuating_circumstances_policy.pdf_p16_c6,University of Liverpool Extenuating Circumstances Policy,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.03538969997316599,UOL_extenuating_circumstances_policy.pdf_p16_c6 | UOL_extenuating_circumstances_policy.pdf_p16_c5 | UOL_extenuating_circumstances_policy.pdf_p16_c4 | UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p16_c3,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,16 | 16 | 16 | 15 | 16,2 | 1 | 3 | 4 | 8,1 | 3 | 2 | 8 | 4,0.016261 | 0.016133 | 0.016001 | 0.015165 | 0.015165,Write a direct factual question answerable from the gold evidence.
V2Q075,What can support an extenuating-circumstances claim when no independent documentary evidence is available?,procedural,medium,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p7_c2,1,UOL_extenuating_circumstances_policy.pdf_p6_c2,University of Liverpool Extenuating Circumstances Policy,0.016001024065540194,False,False,False,0.0,0.0,False,0.0,0.03830059990286827,UOL_extenuating_circumstances_policy.pdf_p6_c2 | UOL_extenuating_circumstances_policy.pdf_p6_c5 | UOL_extenuating_circumstances_policy.pdf_p6_c4 | UOL_extenuating_circumstances_policy.pdf_p5_c6 | UOL_extenuating_circumstances_policy.pdf_p6_c6,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,6 | 6 | 6 | 5 | 6,3 | 1 | 7 | 4 | 2,2 | 7 | 1 | 4 | 9,0.016001 | 0.015659 | 0.015659 | 0.015625 | 0.015311,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q076,What support and representation options does a responding student have during a conduct investigation meeting?,reasoning,hard,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p12_c1,1,UOL_student_conduct1.pdf_p12_c2,Student Conduct Procedures — Appendix A,0.01527518656716418,False,True,True,0.2,1.0,True,0.5,0.029613099992275238,UOL_student_conduct1.pdf_p12_c2 | UOL_student_conduct1.pdf_p12_c1 | UOL_student_conduct1.pdf_p11_c5 | UOL_student_conduct1.pdf_p12_c3 | UOL_student_conduct1.pdf_p5_c5,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,12 | 12 | 11 | 12 | 5,4 | 3 | 6 | 1 | 10,7 | 9 | 6 | 14 | 5,0.015275 | 0.015183 | 0.015152 | 0.014953 | 0.014835,Require interpretation of the evidence rather than simple keyword copying.
V2Q077,"If IAG thinks a visa-refusal appeal is likely to fail, the University must continue sponsoring the student until every possible appeal is exhausted. Is that correct?",adversarial_false_premise,hard,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p13_c3,1,UOL_student_guide_visa_holders.pdf_p8_c5,Student Guide for UK Visa Holders 2026,0.016009221311475412,False,False,False,0.0,0.0,False,0.0,0.036274899961426854,UOL_student_guide_visa_holders.pdf_p8_c5 | UOL_UKVI_complience.pdf_p13_c1 | UOL_UKVI_complience.pdf_p13_c2 | UOL_student_guide_visa_holders.pdf_p8_c2 | UOL_UKVI_complience.pdf_p12_c5,Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route,8 | 13 | 13 | 8 | 12,4 | 2 | 1 | 10 | 3,1 | 3 | 11 | 2 | 13,0.016009 | 0.016001 | 0.015239 | 0.015207 | 0.014786,Create a plausible but false premise that the evidence allows the system to explicitly reject.
