question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,top_1_chunk_id,top_1_document,top_1_score,top_1_hit,hit_at_3,hit_at_5,precision_at_5,recall_at_5,full_evidence_coverage_at_5,mrr_at_5,retrieval_time_seconds,retrieved_chunk_ids,retrieved_documents,retrieved_pages,notes
V2Q001,"A Student Route visa holder spends an intercalated year at another UK university. What evidence must they give Liverpool, and by when?",paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p11_c2,1,UOL_UKVI_complience.pdf_p11_c3,Policy on UKVI Compliance — Student Route,0.7692295,False,True,True,0.2,1.0,True,0.5,0.03284749994054437,UOL_UKVI_complience.pdf_p11_c3 | UOL_UKVI_complience.pdf_p11_c2 | UOL_UKVI_complience.pdf_p11_c1 | UOL_UKVI_complience.pdf_p6_c1 | UOL_UKVI_complience.pdf_p6_c2,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,11 | 11 | 11 | 6 | 6,Write the question using wording different from the source while preserving the same meaning.
V2Q059,When should a concern move from Early Resolution to the Formal Complaint stage?,paraphrased,medium,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p14_c1",Student Complaints Policy and Procedure,0.7205082,False,True,True,0.2,1.0,True,0.5,0.019957799930125475,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p14_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p11_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p10_c3",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,14 | 12 | 16 | 11 | 10,Write the question using wording different from the source while preserving the same meaning.
V2Q060,What reassessment opportunity may be available to an undergraduate student who fails up to 30 credits in the final year but still achieves an honours-level average?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p30_c9,1,UOL_undergraduate_handbook.pdf_p30_c2,University of Liverpool Undergraduate Handbook,0.6564047,False,False,False,0.0,0.0,False,0.0,0.017935199895873666,UOL_undergraduate_handbook.pdf_p30_c2 | UOL_postgraduate_handbook.pdf_p25_c6 | UOL_undergraduate_handbook.pdf_p31_c1 | UOL_postgraduate_handbook.pdf_p25_c4 | UOL_extenuating_circumstances_policy.pdf_p13_c3,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Extenuating Circumstances Policy,30 | 25 | 31 | 25 | 13,Write a direct factual question answerable from the gold evidence.
V2Q061,How are roles divided when an academic-integrity offence is investigated under the updated assessment arrangements?,factual,easy,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c2",1,UOL_postgraduate_handbook.pdf_p37_c3,University of Liverpool Postgraduate Handbook,0.6269568,False,False,False,0.0,0.0,False,0.0,0.021384499967098236,"UOL_postgraduate_handbook.pdf_p37_c3 | UOL_undergraduate_handbook.pdf_p40_c9 | UOL_student_conduct2.pdf_p11_c4 | UOL_undergraduate_handbook.pdf_p40_c10 | UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c1",University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | Student Conduct Breaches and Indicative Sanctions — Appendix B | University of Liverpool Undergraduate Handbook | University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,37 | 40 | 11 | 40 | 4,Write a direct factual question answerable from the gold evidence.
V2Q062,How should a self-funding student's tuition-fee deposit be treated when they pay the remaining programme fee?,procedural,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p5_c4",1,"UOL_payment_policy_2026,2027.pdf_p5_c4",University of Liverpool Payment Policy 2026-27,0.8121426,True,True,True,0.2,1.0,True,1.0,0.02079420001246035,"UOL_payment_policy_2026,2027.pdf_p5_c4 | UOL_payment_policy_2026,2027.pdf_p3_c3 | UOL_payment_policy_2026,2027.pdf_p5_c2 | UOL_payment_policy_2026,2027.pdf_p5_c3 | UOL_payment_policy_2026,2027.pdf_p5_c5",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27,5 | 3 | 5 | 5 | 5,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q063,What does the updated Recognition of Prior Learning policy imply about how prior credit must be matched to a programme?,reasoning,hard,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p6_c1",1,UOL_postgraduate_handbook.pdf_p24_c1,University of Liverpool Postgraduate Handbook,0.5536002,False,True,True,0.2,1.0,True,0.5,0.015631599817425013,"UOL_postgraduate_handbook.pdf_p24_c1 | UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p6_c1 | UOL_extenuating_circumstances_policy.pdf_p13_c4 | UOL_postgraduate_handbook.pdf_p24_c3 | UOL_postgraduate_handbook.pdf_p32_c9",University of Liverpool Postgraduate Handbook | University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook,24 | 6 | 13 | 24 | 32,Require interpretation of the evidence rather than simple keyword copying.
V2Q064,"When does the University recalculate programme fees after a student does not register, leaves, or interrupts study?",paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p6_c1",1,"UOL_payment_policy_2026,2027.pdf_p6_c2",University of Liverpool Payment Policy 2026-27,0.7339712,False,False,True,0.2,1.0,True,0.2,0.016870599938556552,"UOL_payment_policy_2026,2027.pdf_p6_c2 | UOL_payment_policy_2026,2027.pdf_p1_c1 | UOL_payment_policy_2026,2027.pdf_p4_c3 | UOL_payment_policy_2026,2027.pdf_p5_c5 | UOL_payment_policy_2026,2027.pdf_p6_c1",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27,6 | 1 | 4 | 5 | 6,Write the question using wording different from the source while preserving the same meaning.
V2Q065,What evidence is normally required if a student claims extenuating circumstances because of religious observance?,paraphrased,medium,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p10_c3,1,UOL_extenuating_circumstances_policy.pdf_p10_c3,University of Liverpool Extenuating Circumstances Policy,0.6073412,True,True,True,0.2,1.0,True,1.0,0.018095799954608083,UOL_extenuating_circumstances_policy.pdf_p10_c3 | UOL_extenuating_circumstances_policy.pdf_p7_c3 | UOL_extenuating_circumstances_policy.pdf_p2_c3 | UOL_student_conduct1.pdf_p11_c4 | UOL_student_conduct1.pdf_p17_c4,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,10 | 7 | 2 | 11 | 17,Write the question using wording different from the source while preserving the same meaning.
V2Q066,Why should a student include all relevant issues and evidence when requesting a Review of a formal complaint?,reasoning,hard,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3",Student Complaints Policy and Procedure,0.71384966,True,True,True,0.2,1.0,True,1.0,0.016724999994039536,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p13_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c4 | UOL_student_conduct1.pdf_p26_c1",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A,16 | 12 | 13 | 12 | 26,Require interpretation of the evidence rather than simple keyword copying.
V2Q067,What may happen after a visa refusal if IAG assesses an appeal or administrative review as unlikely to succeed?,paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p13_c2,1,UOL_student_conduct1.pdf_p25_c4,Student Conduct Procedures — Appendix A,0.55856454,False,False,False,0.0,0.0,False,0.0,0.015524500049650669,UOL_student_conduct1.pdf_p25_c4 | UOL_student_guide_visa_holders.pdf_p8_c5 | UOL_undergraduate_handbook.pdf_p41_c10 | UOL_student_conduct1.pdf_p25_c3 | UOL_postgraduate_handbook.pdf_p38_c1,Student Conduct Procedures — Appendix A | Student Guide for UK Visa Holders 2026 | University of Liverpool Undergraduate Handbook | Student Conduct Procedures — Appendix A | University of Liverpool Postgraduate Handbook,25 | 8 | 41 | 25 | 38,Write the question using wording different from the source while preserving the same meaning.
V2Q068,What must a student provide if they request a late Review of a Formal Complaint outcome?,factual,easy,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3",Student Complaints Policy and Procedure,0.71802765,False,False,True,0.2,1.0,True,0.25,0.015221300069242716,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p15_c4",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,16 | 17 | 17 | 16 | 15,Write a direct factual question answerable from the gold evidence.
V2Q069,What does the University commit to when it issues a CAS under its Student sponsor licence?,paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p3_c1,1,UOL_UKVI_complience.pdf_p3_c1,Policy on UKVI Compliance — Student Route,0.6978548,True,True,True,0.2,1.0,True,1.0,0.015219700057059526,UOL_UKVI_complience.pdf_p3_c1 | UOL_UKVI_complience.pdf_p5_c1 | UOL_UKVI_complience.pdf_p5_c4 | UOL_UKVI_complience.pdf_p9_c2 | UOL_UKVI_complience.pdf_p13_c2,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,3 | 5 | 5 | 9 | 13,Write the question using wording different from the source while preserving the same meaning.
V2Q070,Which broad topics are covered in the Postgraduate Handbook's sections on programme rules and student conduct?,paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p2_c3,1,UOL_postgraduate_handbook.pdf_p1_c1,University of Liverpool Postgraduate Handbook,0.7271247,False,False,False,0.0,0.0,False,0.0,0.015429100021719933,UOL_postgraduate_handbook.pdf_p1_c1 | UOL_undergraduate_handbook.pdf_p1_c1 | UOL_postgraduate_handbook.pdf_p21_c10 | UOL_postgraduate_handbook.pdf_p18_c9 | UOL_student_conduct2.pdf_p2_c1,University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | Student Conduct Breaches and Indicative Sanctions — Appendix B,1 | 1 | 21 | 18 | 2,Write the question using wording different from the source while preserving the same meaning.
V2Q071,When can a graduate apply for the Graduate Route visa according to the guide?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p11_c3,1,UOL_student_guide_visa_holders.pdf_p11_c3,Student Guide for UK Visa Holders 2026,0.6202245,True,True,True,0.2,1.0,True,1.0,0.016253699781373143,UOL_student_guide_visa_holders.pdf_p11_c3 | UOL_UKVI_complience.pdf_p8_c3 | UOL_student_guide_visa_holders.pdf_p11_c1 | UOL_UKVI_complience.pdf_p8_c2 | UOL_student_guide_visa_holders.pdf_p11_c2,Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026,11 | 8 | 11 | 8 | 11,Write a direct factual question answerable from the gold evidence.
V2Q072,How does the Diversity and Equality of Opportunity Policy relate to the University's other equality-related policies and plans?,reasoning,hard,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p30_c1,1,UOL_diversity-equality-opportunity-policy.pdf_p4_c1,"University of Liverpool Diversity, Equality and Opportunity Policy",0.8180243,False,True,True,0.2,1.0,True,0.3333333333333333,0.016151400050148368,UOL_diversity-equality-opportunity-policy.pdf_p4_c1 | UOL_diversity-equality-opportunity-policy.pdf_p1_c1 | UOL_diversity-equality-opportunity-policy.pdf_p30_c1 | UOL_diversity-equality-opportunity-policy.pdf_p10_c1 | UOL_diversity-equality-opportunity-policy.pdf_p8_c2,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",4 | 1 | 30 | 10 | 8,Require interpretation of the evidence rather than simple keyword copying.
V2Q073,A student has an automatic right of appeal against an Informal Resolution outcome in a conduct case. Is that correct?,adversarial_false_premise,hard,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p4_c2,1,UOL_student_conduct1.pdf_p4_c2,Student Conduct Procedures — Appendix A,0.6464385,True,True,True,0.2,1.0,True,1.0,0.0149251997936517,UOL_student_conduct1.pdf_p4_c2 | UOL_undergraduate_handbook.pdf_p42_c1 | UOL_postgraduate_handbook.pdf_p38_c1 | UOL_student_conduct1.pdf_p26_c1 | UOL_student_conduct1.pdf_p6_c3,Student Conduct Procedures — Appendix A | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,4 | 42 | 38 | 26 | 6,Create a plausible but false premise that the evidence allows the system to explicitly reject.
V2Q074,Can a retrospective extenuating-circumstances claim about a previous resit ever affect how a later resit attempt is counted?,factual,easy,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p16_c6,1,UOL_extenuating_circumstances_policy.pdf_p16_c5,University of Liverpool Extenuating Circumstances Policy,0.7197117,False,True,True,0.2,1.0,True,0.5,0.01554080005735159,UOL_extenuating_circumstances_policy.pdf_p16_c5 | UOL_extenuating_circumstances_policy.pdf_p16_c6 | UOL_extenuating_circumstances_policy.pdf_p16_c4 | UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p13_c4,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,16 | 16 | 16 | 15 | 13,Write a direct factual question answerable from the gold evidence.
V2Q075,What can support an extenuating-circumstances claim when no independent documentary evidence is available?,procedural,medium,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p7_c2,1,UOL_extenuating_circumstances_policy.pdf_p6_c5,University of Liverpool Extenuating Circumstances Policy,0.59662044,False,False,False,0.0,0.0,False,0.0,0.01585309999063611,UOL_extenuating_circumstances_policy.pdf_p6_c5 | UOL_extenuating_circumstances_policy.pdf_p6_c6 | UOL_extenuating_circumstances_policy.pdf_p6_c2 | UOL_extenuating_circumstances_policy.pdf_p5_c6 | UOL_extenuating_circumstances_policy.pdf_p7_c3,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,6 | 6 | 6 | 5 | 7,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q076,What support and representation options does a responding student have during a conduct investigation meeting?,reasoning,hard,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p12_c1,1,UOL_student_conduct1.pdf_p12_c3,Student Conduct Procedures — Appendix A,0.7369594,False,True,True,0.2,1.0,True,0.3333333333333333,0.017029300099238753,"UOL_student_conduct1.pdf_p12_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p15_c1 | UOL_student_conduct1.pdf_p12_c1 | UOL_student_conduct1.pdf_p12_c2 | UOL_student_conduct1.pdf_p11_c3",Student Conduct Procedures — Appendix A | Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,12 | 15 | 12 | 12 | 11,Require interpretation of the evidence rather than simple keyword copying.
V2Q077,"If IAG thinks a visa-refusal appeal is likely to fail, the University must continue sponsoring the student until every possible appeal is exhausted. Is that correct?",adversarial_false_premise,hard,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p13_c3,1,UOL_UKVI_complience.pdf_p13_c2,Policy on UKVI Compliance — Student Route,0.6522132,False,False,False,0.0,0.0,False,0.0,0.01919270004145801,UOL_UKVI_complience.pdf_p13_c2 | UOL_UKVI_complience.pdf_p13_c1 | UOL_UKVI_complience.pdf_p12_c5 | UOL_student_guide_visa_holders.pdf_p8_c5 | UOL_student_conduct1.pdf_p25_c4,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Conduct Procedures — Appendix A,13 | 13 | 12 | 8 | 25,Create a plausible but false premise that the evidence allows the system to explicitly reject.
V2Q078,What kinds of behaviour should a student or staff member recognise as potential bullying that may need to be raised?,procedural,medium,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p18_c3,1,UOL_diversity-equality-opportunity-policy.pdf_p18_c2,"University of Liverpool Diversity, Equality and Opportunity Policy",0.73331344,False,False,False,0.0,0.0,False,0.0,0.016793499933555722,UOL_diversity-equality-opportunity-policy.pdf_p18_c2 | UOL_diversity-equality-opportunity-policy.pdf_p5_c3 | UOL_diversity-equality-opportunity-policy.pdf_p18_c1 | UOL_diversity-equality-opportunity-policy.pdf_p21_c2 | UOL_diversity-equality-opportunity-policy.pdf_p23_c2,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",18 | 5 | 18 | 21 | 23,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q079,How can non-consensual sexual touching be categorised under the indicative conduct sanctions?,factual,easy,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p7_c2,1,UOL_student_conduct2.pdf_p7_c2,Student Conduct Breaches and Indicative Sanctions — Appendix B,0.68318,True,True,True,0.2,1.0,True,1.0,0.014728999929502606,UOL_student_conduct2.pdf_p7_c2 | UOL_student_conduct2.pdf_p7_c1 | UOL_student_conduct2.pdf_p8_c4 | UOL_student_conduct2.pdf_p8_c1 | UOL_student_conduct2.pdf_p7_c3,Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B,7 | 7 | 8 | 8 | 7,Write a direct factual question answerable from the gold evidence.
V2Q080,How long does protection against maternity discrimination apply in the non-work context after giving birth?,paraphrased,medium,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p14_c3,1,UOL_diversity-equality-opportunity-policy.pdf_p14_c3,"University of Liverpool Diversity, Equality and Opportunity Policy",0.82454276,True,True,True,0.2,1.0,True,1.0,0.01792729995213449,UOL_diversity-equality-opportunity-policy.pdf_p14_c3 | UOL_diversity-equality-opportunity-policy.pdf_p14_c2 | UOL_diversity-equality-opportunity-policy.pdf_p20_c1 | UOL_diversity-equality-opportunity-policy.pdf_p29_c3 | UOL_diversity-equality-opportunity-policy.pdf_p24_c1,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",14 | 14 | 20 | 29 | 24,Write the question using wording different from the source while preserving the same meaning.
V2Q081,What kind of environment does the University say it is committed to providing under its equality policy?,factual,easy,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p5_c2,1,UOL_diversity-equality-opportunity-policy.pdf_p4_c1,"University of Liverpool Diversity, Equality and Opportunity Policy",0.70181394,False,False,False,0.0,0.0,False,0.0,0.01602820004336536,UOL_diversity-equality-opportunity-policy.pdf_p4_c1 | UOL_diversity-equality-opportunity-policy.pdf_p11_c1 | UOL_diversity-equality-opportunity-policy.pdf_p7_c1 | UOL_diversity-equality-opportunity-policy.pdf_p9_c4 | UOL_diversity-equality-opportunity-policy.pdf_p4_c3,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",4 | 11 | 7 | 9 | 4,Write a direct factual question answerable from the gold evidence.
V2Q082,What are the three stages of the Student Complaints Procedure described in the Postgraduate Handbook?,paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c5,1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3",Student Complaints Policy and Procedure,0.7278621,False,False,False,0.0,0.0,False,0.0,0.019655500072985888,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_undergraduate_handbook.pdf_p42_c4 | UOL_postgraduate_handbook.pdf_p38_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p6_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p19_c1",Student Complaints Policy and Procedure | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,16 | 42 | 38 | 6 | 19,Write the question using wording different from the source while preserving the same meaning.
V2Q083,Do the Undergraduate and Postgraduate Handbooks give materially different advice on securing personal belongings and reporting theft?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p13_c5 | UOL_postgraduate_handbook.pdf_p13_c6,2,UOL_undergraduate_handbook.pdf_p13_c3,University of Liverpool Undergraduate Handbook,0.5353489,False,False,True,0.2,0.5,False,0.25,0.017931499984115362,UOL_undergraduate_handbook.pdf_p13_c3 | UOL_postgraduate_handbook.pdf_p13_c3 | UOL_student_conduct2.pdf_p2_c3 | UOL_undergraduate_handbook.pdf_p13_c5 | UOL_postgraduate_handbook.pdf_p13_c5,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | Student Conduct Breaches and Indicative Sanctions — Appendix B | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,13 | 13 | 2 | 13 | 13,Write a comparison question that genuinely requires evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q084,How do the Undergraduate and Postgraduate Handbooks advise a student who has been a victim of crime and also needs ongoing support?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p14_c8 | UOL_postgraduate_handbook.pdf_p14_c8,2,UOL_postgraduate_handbook.pdf_p36_c9,University of Liverpool Postgraduate Handbook,0.55615705,False,False,False,0.0,0.0,False,0.0,0.01426329999230802,UOL_postgraduate_handbook.pdf_p36_c9 | UOL_student_conduct1.pdf_p9_c2 | UOL_student_conduct1.pdf_p12_c1 | UOL_student_conduct1.pdf_p3_c4 | UOL_student_conduct2.pdf_p4_c2,University of Liverpool Postgraduate Handbook | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B,36 | 9 | 12 | 3 | 4,Write a comparison question that genuinely requires evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q085,How do the Undergraduate and Postgraduate Handbooks differ in the award requirements described in these sections?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p29_c9 | UOL_postgraduate_handbook.pdf_p23_c2,2,UOL_postgraduate_handbook.pdf_p1_c1,University of Liverpool Postgraduate Handbook,0.6291114,False,False,False,0.0,0.0,False,0.0,0.016388899879530072,UOL_postgraduate_handbook.pdf_p1_c1 | UOL_postgraduate_handbook.pdf_p24_c10 | UOL_undergraduate_handbook.pdf_p30_c11 | UOL_postgraduate_handbook.pdf_p21_c10 | UOL_undergraduate_handbook.pdf_p1_c1,University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook,1 | 24 | 30 | 21 | 1,Write a comparison question that genuinely requires evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q086,How do the Undergraduate and Postgraduate Handbooks distinguish the complaints route from an assessment appeal?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p42_c1 | UOL_postgraduate_handbook.pdf_p38_c5,2,UOL_postgraduate_handbook.pdf_p37_c9,University of Liverpool Postgraduate Handbook,0.6645435,False,False,True,0.2,0.5,False,0.25,0.016535300062969327,UOL_postgraduate_handbook.pdf_p37_c9 | UOL_postgraduate_handbook.pdf_p37_c10 | UOL_undergraduate_handbook.pdf_p42_c5 | UOL_postgraduate_handbook.pdf_p38_c5 | UOL_undergraduate_handbook.pdf_p41_c10,University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook,37 | 37 | 42 | 38 | 41,Write a comparison question that genuinely requires evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
