system,model,question_id,question,question_type,difficulty,expected_answer,gold_documents,gold_chunk_ids,answer,evidence_chunk_ids,evidence_texts,n_evidence,answer_words,has_citations,looks_like_refusal,latency_seconds,error
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q074,Can a retrospective extenuating-circumstances claim about a previous resit ever affect how a later resit attempt is counted?,factual,easy,"Yes. In the circumstances described, a retrospective claim may be considered and the Committee may recommend that the original resit result be disregarded so that the later resit is counted in its place, for example as a second rather than third attempt.",University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p16_c6,"

I am not certain about the specific policies regarding how a retrospective extenuating circumstances claim for a previous resit might impact a later resit attempt. University policies can vary, and this would depend on the exact circumstances and the university's guidelines. I recommend checking the official University of Liverpool policies on extenuating circumstances or contacting the Student Support team for precise information.
",,,0,62,False,True,11.630637699970976,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q075,What can support an extenuating-circumstances claim when no independent documentary evidence is available?,procedural,medium,"The Committee may expect evidence that the student told someone at the University at the time, such as an Academic Adviser, School teaching-support staff or a central support service. Such a person may provide a statement if they can confirm the circumstances pre-dated the assessment.",University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p7_c2,"

When no independent documentary evidence is available, a student can support an extenuating circumstances claim by submitting a **detailed personal statement** that clearly explains the circumstances, their impact on academic performance, and any relevant context. This statement should be written in a formal and credible manner. 

Additionally, **witness statements** from individuals who can provide firsthand knowledge of the situation (e.g., family members, friends, or professionals involved) may also be considered, though their acceptance depends on the university’s specific policies. 

It is important to note that the University of Liverpool’s extenuating circumstances policy will outline exact requirements, so students should consult the university’s guidelines or contact the Student Support team for tailored advice. If unsure about specific criteria, it is best to explicitly state that the answer depends on the university’s policies rather than making assumptions.
",,,0,135,False,True,14.064789099968038,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q076,What support and representation options does a responding student have during a conduct investigation meeting?,reasoning,hard,"They can obtain support from trained Guild of Students advisers and may seek legal advice at their own expense, but a legal representative or adviser cannot accompany them at the investigation meeting. A legally qualified person may help compile their written statements.",Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p12_c1,"

The University of Liverpool provides support during conduct investigations, but specific options for representation or assistance during a meeting may vary. I am not certain about the exact details of representation (e.g., whether a formal representative is allowed or if support persons are permitted). For the most accurate and up-to-date information, I recommend contacting the **Student Services** or the **Student Conduct Office** directly. They can clarify your rights and available support options.
",,,0,72,False,False,9.358482599956915,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q077,"If IAG thinks a visa-refusal appeal is likely to fail, the University must continue sponsoring the student until every possible appeal is exhausted. Is that correct?",adversarial_false_premise,hard,"No. IAG may advise interruption or withdrawal, after which the University can report the change to UKVI and withdraw sponsorship. The student may need to leave the UK and later obtain a new CAS and visa to resume study.",Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p13_c3,"

The answer depends on the specific policies of the University of Liverpool and the terms of the sponsorship agreement. If the University's policy explicitly requires continuing sponsorship until all visa appeals are exhausted, regardless of the likelihood of success, then the statement would be correct. However, without explicit confirmation from the University's official guidelines or the International Advice and Guidance (IAG) regarding this exact scenario, I cannot provide a definitive answer. You should consult the University's visa and sponsorship policies or contact the IAG directly for clarity.
",,,0,87,False,True,6.308295700000599,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q078,What kinds of behaviour should a student or staff member recognise as potential bullying that may need to be raised?,procedural,medium,"Examples include spreading rumours, persistent unjustified criticism, singling someone out unfairly, public humiliation, selectively applying rules to someone's detriment, setting unreasonable targets, ostracism and gaslighting.","University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p18_c3,"

The University of Liverpool, like many institutions, defines bullying as repeated, intentional behavior that causes harm, distress, or intimidation. Potential bullying behaviors that should be recognized and reported include:  

1. **Verbal abuse**: Insults, name-calling, threats, or derogatory remarks.  
2. **Physical aggression**: Hitting, pushing, or any form of physical harm.  
3. **Harassment**: Unwanted behavior based on protected characteristics (e.g., race, gender, disability, sexual orientation).  
4. **Cyberbullying**: Harmful messages, spreading rumors, or exclusion via digital platforms.  
5. **Exclusion**: Deliberately leaving someone out of social groups, activities, or opportunities.  
6. **Power imbalances**: Abuse of authority (e.g., a staff member or senior student intimidating others).  
7. **Persistent unwanted attention**: Unwelcome advances, pressure, or demands.  

It’s important to note that **repetition** and **impact** (e.g., causing fear or distress) are key factors. A single incident may not constitute bullying, but repeated behavior should be addressed. If unsure, students or staff should consult the university’s official policies or contact support services for guidance.
",,,0,156,False,True,9.621173499966972,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q079,How can non-consensual sexual touching be categorised under the indicative conduct sanctions?,factual,easy,Inappropriate touching that may reasonably be perceived as sexual and occurs without consent is listed as a Category 2 or Category 3 breach.,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p7_c2,"

Non-consensual sexual touching is generally categorized under **sexual misconduct** in the indicative conduct sanctions. This includes acts such as sexual harassment, assault, or any non-consensual physical contact of a sexual nature. The university’s conduct policy typically treats such behavior as a serious violation, subject to disciplinary action. However, the exact categorization may depend on the specific details of the incident and the university’s policy framework. For precise details, I recommend consulting the official Student Conduct Policy document.
",,,0,77,False,False,13.128054599976167,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q080,How long does protection against maternity discrimination apply in the non-work context after giving birth?,paraphrased,medium,The policy states that the non-work protection applies for 26 weeks after giving birth and includes unfavourable treatment because a woman or breastfeeding parent is breastfeeding.,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p14_c3,"

The protection against maternity discrimination under the Equality Act 2010 in the UK typically applies for 12 weeks after giving birth in employment contexts. However, I am not certain whether this specific 12-week timeframe applies to non-work contexts (e.g., housing, services, or public spaces). The law may offer broader protections in non-work areas, but the exact duration could vary. For precise details, I recommend consulting official government guidance or a legal expert.
",,,0,72,False,False,7.894910900038667,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q081,What kind of environment does the University say it is committed to providing under its equality policy?,factual,easy,"A positive, professional environment based on mutual respect for the experiences, abilities and skills of all individuals, with appropriate action taken against discrimination and other unacceptable behaviour.","University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p5_c2,"

The University of Liverpool's equality policy is committed to fostering an inclusive, diverse, and respectful environment for all students and staff. This includes promoting equality of opportunity and ensuring that no individual is discriminated against based on protected characteristics such as race, gender, disability, sexual orientation, or religion. However, for the exact wording or specific commitments outlined in their policy, I recommend referring directly to the university’s official Equality Policy document, as my knowledge is based on general information and may not reflect the precise details of their policy.
",,,0,89,False,False,6.518753100070171,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q082,What are the three stages of the Student Complaints Procedure described in the Postgraduate Handbook?,paraphrased,medium,"The stages are Early Resolution, Formal Complaint and Review.",University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c5,"

I don't have direct access to the University of Liverpool's Postgraduate Handbook to confirm the exact three stages of the Student Complaints Procedure. To provide an accurate answer, I would need to refer to the specific details outlined in the handbook. If you can share the relevant section or page number, I’d be happy to help interpret it!
",,,0,58,False,True,6.942988399998285,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q083,Do the Undergraduate and Postgraduate Handbooks give materially different advice on securing personal belongings and reporting theft?,multi_document_comparison,hard,"No. Both advise students to lock doors and windows, secure bicycles, avoid leaving valuables unattended, and report crime promptly to the Police and University Campus Support Services. Both also warn students to take responsibility for protecting their possessions.",University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p13_c5 | UOL_postgraduate_handbook.pdf_p13_c6,"

I am not certain of the answer, as I do not have direct access to the current content of the University of Liverpool's Undergraduate and Postgraduate Handbooks. Policies or advice on securing belongings and reporting theft could vary slightly between the two, but without reviewing the specific documents, I cannot confirm material differences. I recommend checking the latest versions of the handbooks or contacting the university's student support services for precise guidance.
",,,0,72,False,True,6.818956800037995,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q084,How do the Undergraduate and Postgraduate Handbooks advise a student who has been a victim of crime and also needs ongoing support?,multi_document_comparison,hard,Both direct the student to report the crime to the Police and identify the University's Wellbeing Team as a source of ongoing support. They also indicate that incidents can be reported to the University through its reporting route.,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p14_c8 | UOL_postgraduate_handbook.pdf_p14_c8,"

The Undergraduate and Postgraduate Handbooks for the University of Liverpool generally advise students who have been victims of crime to seek support through the university’s Student Support and Wellbeing Service. This service can provide guidance on reporting the incident to the police, accessing counseling, and connecting with external organizations like Victim Support. However, the specific wording or steps may vary between the handbooks. For precise details, I recommend consulting the relevant sections of the handbooks or contacting the Student Support and Wellbeing Service directly, as I cannot confirm exact advice without reviewing the current handbooks.
",,,0,95,False,True,9.734543800004758,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q085,How do the Undergraduate and Postgraduate Handbooks differ in the award requirements described in these sections?,multi_document_comparison,hard,"The undergraduate guidance focuses on degree classification through weighted marks and classification rules, while the postgraduate guidance focuses on the credit volume and academic level required for postgraduate awards, including limited use of level 6 credit in some structures.",University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p29_c9 | UOL_postgraduate_handbook.pdf_p23_c2,"

The Undergraduate and Postgraduate Handbooks differ in award requirements primarily in terms of credit/module structures, progression criteria, and specific academic obligations. Undergraduate requirements typically involve completing a set number of credits across years of study, maintaining progression standards (e.g., passing modules to advance), and meeting general education or program-specific criteria. Postgraduate requirements often focus on specialized or advanced modules, research components (e.g., dissertations/theses for research degrees), and may have distinct credit thresholds or assessment standards. However, exact differences depend on the specific program, so I recommend consulting the relevant handbook or contacting your department for precise details.
",,,0,97,False,False,9.308215499971993,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q086,How do the Undergraduate and Postgraduate Handbooks distinguish the complaints route from an assessment appeal?,multi_document_comparison,hard,"Both treat complaints and assessment appeals as separate processes. Complaints can move through Early Resolution, Formal Complaint and Review, while eligible challenges to Board of Examiners or assessment decisions use the assessment-appeal route and must meet its specified grounds.",University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p42_c1 | UOL_postgraduate_handbook.pdf_p38_c5,"

I don't have direct access to the specific content of the University of Liverpool's Undergraduate and Postgraduate Handbooks to provide a definitive answer. The distinctions between the complaints route and an assessment appeal would depend on the exact wording and structure of the handbooks. I recommend checking the relevant sections of the handbooks or contacting the Student Support Services for precise guidance.
",,,0,62,False,True,5.034943699953146,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q087,How does the Student Attendance Policy connect ordinary attendance responsibilities with Student Route compliance?,multi_document_comparison,hard,The Attendance Policy says students remain responsible for missed academic content and for meeting any visa or sponsorship attendance requirements. The UKVI compliance policy identifies the Student Attendance Policy as part of the University's connected compliance framework and requires the University to maintain immigration-related records.,"Student Attendance Policy — Revised July 2025, Version 1.3 | Policy on UKVI Compliance — Student Route","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p6_c2 | UOL_UKVI_complience.pdf_p3_c3","

The Student Attendance Policy at the University of Liverpool likely outlines expectations for regular attendance in academic activities, which may align with Student Route compliance requirements (e.g., maintaining a minimum attendance threshold to satisfy visa conditions). However, I cannot confirm the exact connection between these two policies without specific details from the University’s official documentation. If you need precise information, I recommend consulting the University’s Student Support or International Student Services for clarity.
",,,0,73,False,True,12.167969700065441,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q088,How do monitoring expectations differ for a postgraduate student working on a dissertation and a Student Route student studying abroad?,multi_document_comparison,hard,"A postgraduate dissertation student is expected to maintain regular supervisor contact and can enter Stage One after a rolling month with no contact. A Student Route student studying abroad may remain sponsored, but the University must still be able to monitor engagement; if required monitoring cannot be fulfilled, sponsorship can be at risk.","Student Attendance Policy — Revised July 2025, Version 1.3 | Policy on UKVI Compliance — Student Route","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p4_c3 | UOL_UKVI_complience.pdf_p10_c2","

The monitoring expectations differ primarily in focus and requirements:  

1. **Postgraduate Dissertation Student**:  
   - Monitoring centers on academic progress, research milestones (e.g., proposal approval, data collection, chapter submissions), and adherence to deadlines set by their supervisor.  
   - Expectations include regular meetings with a supervisor, maintaining research integrity, and meeting academic standards for their thesis.  

2. **Student Route Student (Studying Abroad)**:  
   - Monitoring focuses on visa compliance, attendance, and academic progress to maintain their Student Visa status.  
   - Expectations include attending classes regularly, meeting coursework deadlines, and demonstrating satisfactory academic performance as defined by their institution and UK Visas and Immigration (UKVI) requirements.  

The key difference lies in the purpose: the postgraduate student is monitored for academic/research success, while the Student Route student is monitored to ensure visa compliance and course completion within the permitted timeframe. If unsure about specific policies, I recommend checking with the University’s Student Support or Immigration Services.
",,,0,151,False,True,13.570021399995312,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q089,What do the visa-holder guide and UKVI compliance policy say about Student Route sponsorship during an approved period of study abroad?,multi_document_comparison,hard,"They indicate that a Student Route student on an integral study-abroad period can remain on the existing visa and continue to be sponsored, but engagement still has to be monitored. If the University cannot fulfil the required monitoring duties at the overseas location, it may withdraw sponsorship.",Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route,UOL_student_guide_visa_holders.pdf_p9_c4 | UOL_UKVI_complience.pdf_p10_c2,"

The visa-holder guide and UKVI compliance policy do not provide a specific, universally applicable answer to this question, as the rules can depend on the exact circumstances of the student's course, the nature of the study abroad period, and whether it is part of the approved study plan. 

If the study abroad is part of the approved period of study (e.g., an approved exchange or placement), the student may still be required to remain sponsored by their original sponsor. However, if the study abroad is not part of the approved course or is conducted without the sponsor's approval, the student may need to adjust their visa status or seek new sponsorship. 

For precise guidance, I recommend consulting the official UKVI resources or contacting the University of Liverpool's International Student Support team, as policies can vary based on individual cases.
",,,0,139,False,False,16.527684599976055,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q090,How do the visa-holder guide and UKVI compliance policy describe the University's document-checking responsibilities for Student Route students?,multi_document_comparison,hard,"The guide requires students to present and update immigration evidence such as passport and e-visa information during registration and study. The compliance policy requires the University, as sponsor, to keep accurate immigration records, including passport and visa-related evidence.",Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route,UOL_student_guide_visa_holders.pdf_p4_c2 | UOL_UKVI_complience.pdf_p3_c3,"

I don't have access to the specific University of Liverpool visa-holder guide or their UKVI compliance policy details. My knowledge is based on general information about UK visa requirements and standard institutional practices. For precise information about the University's document-checking responsibilities, I recommend consulting their official international student support resources or contacting their Student Visa and Immigration team directly.
",,,0,59,False,True,7.532642600010149,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q091,What different roles do Appendix A and Appendix B play when the University handles a student-conduct case?,multi_document_comparison,hard,"Appendix A sets out the procedures for handling and reviewing conduct decisions, including possible outcomes of an appeal and limits on the reviewer's powers. Appendix B classifies types of misconduct and indicates the sanction category that may apply to particular breaches.",Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct1.pdf_p8_c2 | UOL_student_conduct2.pdf_p12_c1,"

I don't have specific information about the roles of Appendix A and Appendix B in the University of Liverpool's student-conduct process, as this would depend on their current policies or documentation. To get accurate details, I recommend checking the official student conduct policy document or contacting the University's student support office directly.
",,,0,52,False,True,5.145015900023282,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q092,How do mitigating factors considered under Appendix A relate to the sanctions described in Appendix B?,multi_document_comparison,hard,"Appendix A allows a responding student to present mitigating factors before the Panel decides a sanction. Appendix B provides the available or indicative sanctions for breach categories, with sanctions expected to be proportionate and relevant and repeated lower-level breaches potentially treated more seriously.",Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct1.pdf_p21_c4 | UOL_student_conduct2.pdf_p2_c4,"

I don't have access to the specific content of the University of Liverpool's Appendices A and B, as my knowledge is based on general information up to 2023 and not institutional documents. To answer this question accurately, you would need to consult the official University of Liverpool policies or contact their student support services directly for details on how mitigating factors in Appendix A are applied to sanctions in Appendix B.
",,,0,71,False,True,5.976844300050288,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q093,"If a student receives a local disciplinary sanction for abusive conduct in an intimate relationship, what does the conduct framework say about the seriousness of the breach and the grounds for appeal?",multi_document_synthesis,hard,"Appendix B indicates that abusive conduct in an intimate relationship may be Category 2 or 3 and can attract an increased sanction. Under Appendix A, a Local Disciplinary Action appeal is limited to material procedural irregularity, material new information that was previously unavailable for a valid reason, or a sanction that is disproportionate to the offence.",Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct1.pdf_p7_c3 | UOL_student_conduct2.pdf_p8_c1,"

The University of Liverpool's conduct framework addresses disciplinary sanctions for abusive conduct in intimate relationships as a serious breach of the student code of conduct, typically categorized under harassment or violence. The seriousness of the breach would depend on the severity and impact of the conduct, as outlined in the policy. Grounds for appeal generally include procedural errors, new evidence, or if the sanction is deemed disproportionate. However, I cannot provide exact details about specific provisions in the framework without referencing the official policy. For precise information, I recommend consulting the full student conduct policy or contacting the Student Support Services team.
",,,0,102,False,True,11.73644519993104,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q094,"How can a complaint involving harassment or sexual misconduct move into the student-conduct process, including where the original report is anonymous?",multi_document_synthesis,hard,"The Complaints Policy allows harassment or sexual-misconduct matters to be dealt with under relevant policies such as the Student Conduct Policy. Under the conduct procedures, an anonymous report can still lead to an investigation where there is supporting evidence of a potential breach, such as CCTV or social-media evidence.",Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2 | UOL_student_conduct1.pdf_p3_c3","

The University of Liverpool has procedures in place to address complaints involving harassment or sexual misconduct. If a complaint is made (including anonymously), it is typically reviewed by the relevant office, such as the **Student Conduct and Discipline team** or the **Equality and Diversity Service**. 

For a complaint to move into the formal student-conduct process:  
1. The complaint must meet the university’s criteria for a conduct violation (e.g., breaches of the Student Code of Conduct).  
2. The university will investigate the complaint, which may involve gathering evidence and speaking to involved parties.  
3. If the investigation supports the allegation, the case may proceed to a formal conduct hearing or resolution process.  

**Regarding anonymous reports**:  
The university may accept anonymous reports, but anonymity can limit the ability to conduct a full investigation (e.g., verifying details or following up with the complainant). The university will still assess the complaint based on available information, but the process may be constrained compared to non-anonymous reports.  

For specific guidance, students should contact the **Student Conduct and Discipline office** or the **Equality and Diversity Service** directly, as policies can vary. If unsure about the exact steps for anonymous reports, the university’s official resources or these offices can clarify.
",,,0,202,False,False,15.197262599947862,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q095,"If a harassment or sexual-misconduct complaint is handled as a student-conduct investigation, what engagement is expected from the students involved?",multi_document_synthesis,hard,"The Complaints Policy allows such matters to be routed to the Student Conduct Policy. Once in a conduct investigation, students are expected to engage fully, including attending meetings, agreeing notes or statements and attending disciplinary panels when required; persistent non-engagement by a reporting party can lead to the investigation being closed.",Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2 | UOL_student_conduct1.pdf_p12_c3","

The expected engagement from students involved in a harassment or sexual misconduct complaint handled as a student-conduct investigation typically includes cooperation with the process, such as attending meetings, providing relevant information, and adhering to the university’s procedures. However, specific requirements may vary depending on the case and university policies. For precise details, I recommend consulting the University of Liverpool’s official student conduct guidelines or contacting their student support services directly.
",,,0,70,False,False,4.958139099995606,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q096,A student has no independent documentary evidence for an extenuating-circumstances claim. How can University support services help both the claim and the student's wider support needs?,multi_document_synthesis,hard,"The student should show that they alerted someone at the University at the time, such as an Academic Adviser, School support staff or a central support service; that person may be able to provide a supporting statement. The Undergraduate Handbook also identifies wider support routes, including wellbeing, disability and financial-support services.",University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook,UOL_extenuating_circumstances_policy.pdf_p7_c2 | UOL_undergraduate_handbook.pdf_p19_c2,"

The University of Liverpool's support services can assist a student without independent documentary evidence for an extenuating circumstances claim by offering a compassionate and individualized review of their situation. This may involve:  

1. **Discussing the claim in detail**: A meeting with a student support advisor or extenuating circumstances officer to explore the student’s circumstances, even without formal documentation.  
2. **Considering alternative evidence**: Accepting personal statements, witness accounts, or other non-traditional forms of evidence that contextualize the situation.  
3. **Holistic support**: Addressing broader needs (e.g., mental health, financial stress, or academic adjustments) that may be linked to the extenuating circumstances.  

However, the university’s specific policies on accepting claims without documentary evidence may vary. If the student’s case is unique or the circumstances are particularly challenging, the support team can advocate for flexibility. It is important to note that the final decision depends on the university’s guidelines, and the student should consult directly with their support services for tailored advice.
",,,0,158,False,False,15.065180500037968,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q097,"If illness or another unavoidable event is likely to make a student miss an assessment, what immediate academic action and support options should they consider?",multi_document_synthesis,hard,"They should inform their Department or School before the examination or assessment where possible, because prior notification matters for the extenuating-circumstances process. They should also seek appropriate University support, such as academic, wellbeing, disability or financial-support services depending on the problem.",University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook,UOL_extenuating_circumstances_policy.pdf_p3_c4 | UOL_undergraduate_handbook.pdf_p19_c2,"

If a student is likely to miss an assessment due to illness or an unavoidable event, they should **immediately inform their school or department** (e.g., course leader or module leader) to explain the situation. The university typically requires students to follow formal procedures for requesting an extension, deferral, or alternative assessment, which may involve submitting documentation (e.g., medical evidence for illness). 

Support options may include guidance from the **Student Support** or **Disability and Dyslexia Service**, depending on the circumstances. However, specific processes can vary by school or module, so students should also check their **module handbook** or the university’s official policies for exact steps. 

If unsure about the exact procedure, it is best to contact the relevant academic office directly for clarity.
",,,0,122,False,False,9.939423499978147,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q098,"How should a student distinguish foreseeable financial difficulty from circumstances that justify an extenuating-circumstances claim, and what other academic option may be relevant?",multi_document_synthesis,hard,"Reasonably foreseeable financial problems are not normally accepted as extenuating circumstances. If financial difficulty makes continuing study impractical, the postgraduate guidance indicates that a formal interruption of studies may be an option, but it must be completed through the proper process because registration and fee consequences can continue otherwise.",University of Liverpool Extenuating Circumstances Policy | University of Liverpool Postgraduate Handbook,UOL_extenuating_circumstances_policy.pdf_p2_c6 | UOL_postgraduate_handbook.pdf_p33_c5,"

To distinguish foreseeable financial difficulty from extenuating circumstances, a student should consider whether the financial issue was **unexpected, unavoidable, and beyond their control** (e.g., sudden job loss, medical emergency, or family crisis). Foreseeable difficulties (e.g., poor budgeting, predictable income fluctuations) typically do not qualify. Extenuating circumstances require evidence of a significant, unforeseen impact on academic performance.

Other relevant academic options may include:  
- **Academic extensions or deferrals** (if applicable).  
- **Alternative assessment arrangements** (e.g., resits or adjusted deadlines).  
- **University support services** (e.g., financial advice, counseling, or hardship funds).  

For specific policies, students should consult the University of Liverpool’s official guidelines or contact the Student Support team directly, as criteria can vary.
",,,0,112,False,True,11.481631299946457,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q099,How should a student with a long-term health condition think about reasonable adjustments versus interrupting study?,multi_document_synthesis,hard,"For a condition lasting six months or more, the Extenuating Circumstances Policy directs the student to Disability Advice and Guidance so reasonable adjustments can be considered rather than relying on repeated individual claims. If the student needs to interrupt because of ill-health, the postgraduate guidance requires the formal interruption process and warns of registration, fee and related consequences.",University of Liverpool Extenuating Circumstances Policy | University of Liverpool Postgraduate Handbook,UOL_extenuating_circumstances_policy.pdf_p5_c4 | UOL_postgraduate_handbook.pdf_p33_c5,"

Reasonable adjustments for a long-term health condition are designed to support a student’s ability to access education and participate fully, not to disrupt their studies. These adjustments (e.g., flexible deadlines, extended exam time, note-taking support, or access to assistive technology) should be tailored to the individual’s needs and implemented proactively to minimize disruption. 

Key considerations include:  
1. **Proactive planning**: Discuss adjustments with the university’s disability support services early to ensure they align with academic requirements.  
2. **Balance**: Adjustments should address barriers caused by the health condition, not create new challenges. For example, flexible deadlines might help manage flare-ups without derailing coursework.  
3. **Communication**: Maintain open dialogue with academic staff and support teams to adjust strategies as needed.  
4. **Legal framework**: Under the Equality Act 2010, universities are required to provide reasonable adjustments, so students should not feel these are an imposition.  

If adjustments feel counterproductive, the student should revisit their support team to refine them. The goal is to enable effective study, not hinder it.
",,,0,165,False,False,12.887814000016078,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q100,"What must a sponsored student provide for accommodation-fee sponsorship, and what University support may help if they still face financial difficulty?",multi_document_synthesis,hard,"They must provide the Accommodation Office with an official sponsor letter or purchase order before registration, showing the sponsorship value and duration and where the invoice should be sent. Sponsored students remain responsible for payment, while the Undergraduate Handbook identifies financial-support routes such as hardship assistance and advice.",University of Liverpool Payment Policy 2026-27 | University of Liverpool Undergraduate Handbook,"UOL_payment_policy_2026,2027.pdf_p9_c1 | UOL_undergraduate_handbook.pdf_p19_c2","

A sponsored student typically needs to provide proof of their sponsorship agreement or letter from their sponsor, which should explicitly cover accommodation fees. This may include documentation such as a signed sponsorship contract or a formal letter confirming financial responsibility. 

If a sponsored student still faces financial difficulties after meeting these requirements, the University of Liverpool’s **Student Support and Advocacy Service (SSAS)** or **Financial Aid Office** may offer assistance. Support could include guidance on budgeting, access to emergency funds, or advice on available bursaries/grants. However, specific support options depend on individual circumstances and university policies. 

For precise details, students should contact the SSAS or Financial Aid Office directly, as requirements and support services can vary.
",,,0,115,False,False,12.41956269997172,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q101,"How do the equality policy and complaints policy work together when a student experiences discrimination, harassment or sexual misconduct?",multi_document_synthesis,hard,"The equality policy encourages incidents to be raised with appropriate University staff or through Report and Support, including anonymous reporting. The Complaints Policy recognises that harassment or sexual-misconduct complaints may instead be handled through relevant conduct, bullying-and-harassment or staff disciplinary procedures.","University of Liverpool Diversity, Equality and Opportunity Policy | Student Complaints Policy and Procedure","UOL_diversity-equality-opportunity-policy.pdf_p5_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c3","

The equality policy and complaints policy work together by establishing both the principles of fairness and the procedural steps to address violations. The equality policy defines what constitutes discrimination, harassment, or sexual misconduct and outlines the university's commitment to preventing such behavior. The complaints policy provides the formal process for students to report incidents, ensuring they have a clear pathway to seek resolution. When a student experiences an issue, the equality policy informs the university of its obligations to address the matter, while the complaints policy guides the investigation, support, and disciplinary actions. Together, they ensure accountability and a structured response to uphold a safe and inclusive environment. 

If you need specific details about the University of Liverpool’s policies, I recommend checking their official student handbook or contacting their Student Support Services for precise information.
",,,0,135,False,True,9.517083399929106,
