item_id,question,claim,evidence,human_label,notes
RV035,A complaint reviewer must always meet or correspond with the student throughout the review. Is that correct?,The question?s assumption is false.,"[1] (University of Liverpool Postgraduate Handbook, page 38)
Students who wish to appeal against The University recognises and is fully Formal Complaint Review the decision of the Board of Examiners committed to meeting its responsibilities If a student is dissatisfied with the response If a student is dissatisfied with the outcome to terminate their studies (other than for to secure and promote academic freedom they receive from Early Resolution, or if they of a Formal Complaint (including those breaches of the Academic Integrity Policy) and free speech, within the law. The feel unable to approach a person directly students at partner institutions), they shall or to deem them withdrawn prior to the University’s Code of Practice Regarding against whom they have a complaint, or be entitled to request a Review of the normal expected date of completion

[2] (University of Liverpool Undergraduate Handbook, page 42)
Students who wish to appeal against The University recognises and is fully Formal Complaint Review the decision of the Board of Examiners committed to meeting its responsibilities If a student is dissatisfied with the response If a student is dissatisfied with the outcome to terminate their studies (other than for to secure and promote academic freedom they receive from Early Resolution, or if they of a Formal Complaint (including those breaches of the Academic Integrity Policy) and free speech, within the law. The feel unable to approach a person directly students at partner institutions), they shall or to deem them withdrawn prior to the University’s Code of Practice Regarding against whom they have a complaint, or be entitled to request a Review of the normal expected date of completion",unsupported,
RV036,Can complaints about harassment or sexual misconduct be handled under policies other than the Student Complaints Policy?,"Yes, complaints about harassment or sexual misconduct can be handled under policies other than the Student Complaints Policy.","[1] (Student Conduct Procedures — Appendix A, page 11)
Student Conduct, Complaints and Compliance Student Conduct Team must decide if the allegation can be dealt with under the University Disciplinary Procedure by referring to the Student Conduct Policy, section 8.3 which illustrates examples of what types of misconduct would be considered at this level. They can also refer to Appendix B – Student Conduct Breaches and Sanctions which sets out a non-exhaustive list of breaches and what category they fall into. Further advice can be sought from the Student Conduct Team if required. 6.3 For serious allegations of misconduct or where there is on-going police involvement, the matter should be referred to the Student Conduct Team who will decide in conjunction with the Head of Student Conduct, Complaints and Compliance, or their nominee, if a Risk A",entailed,
RV037,Where can a student experiencing financial hardship seek University support?,"Students can also contact Money Advice and Guidance, Student Fees and Funding Office, or International Advice and Guidance for specific support.","[1] (University of Liverpool Undergraduate Handbook, page 19)
offer the following services: in safe and welcoming environment. and support needs, which may include: Advise your academic School/ Discretionary financial help through the You will find details of our programme of Programme-centred support Department/Institute about the support University Hardship Fund for students activities on our website: liverpool.ac.uk/ you may need experiencing financial hardship; In some Exam adjustments studentsupport/mental-wellbeing/ Assist and support you to access cases, we can offer short-term loans wellbeing-advice/activities/ Library-related support disability-related funding when other funding has been delayed; Campus accessibility We work closely with our colleagues Provide assistive software and equipment Advise on student loans and grants for Specialis

[2] (University of Liverpool Postgraduate Handbook, page 19)
as and family visitors, personal and and Guidance team. The team meets Advise your academic School/ Discretionary financial help through the cultural issues, integration, safety and with disabled students to identify and Department/Institute about the support University Hardship Fund for students wellbeing. If IAG cannot help directly, they recommend reasonable adjustments you may need experiencing financial hardship; In some have a wide range of contacts and can and support needs, which may include: Assist and support you to access cases, we can offer short-term loans refer you to another service that can assist. when other funding has been delayed; Programme-centred support disability-related funding IAG offers an induction programme in Advise on student loans and grants for September ca",unsupported,
RV038,What basic security precautions does the Undergraduate Handbook recommend for personal property and accommodation?,The Undergraduate Handbook recommends the following basic security precautions: 1.,"[1] (University of Liverpool Undergraduate Handbook, page 13)
is designed to provide a central control you should report this immediately to a necessary. If you are living in private rented point to deal with enquiries and to control member of the on-site halls staff or by accommodation, you will need to make the University’s security arrangements. A calling the emergency number for your your own arrangements to insure your two-way radio system between the office building. belongings. and the outside security staff is in operation whereby immediate assistance can be organised in an emergency. Your University – Handbook for Undergraduate Students22 / /23",unsupported,
RV039,How do the Undergraduate and Postgraduate Handbooks differ in the award requirements described in these sections?,"for details about undergraduate award structures, which are not included in the provided evidence.","[1] (University of Liverpool Postgraduate Handbook, page 23)
the MRes programme there may credits, may only contribute to the award of such programmes of study the specific be an oral examination of the research a Postgraduate Diploma when it is an exit credit requirements for the named activity. award. award and any exit points will be clearly articulated in the programme specification. Your University – Handbook for Postgraduate Students42 / /43

[2] (University of Liverpool Postgraduate Handbook, page 24)
s of each entry award will over a period of no more than one year module on a standalone basis outwith award; this is necessary in order to avoid be clearly articulated in the programme Postgraduate Award. Minimum of eight an award; or credit being counted twice for two different specification. weeks and a maximum of two years. A In the case of research or independent awards. programme of 30 credits would normally study modules which contribute to an be studied full-time over eight weeks and award, or part-time over a period of no more than Where a non-modular non-semesterised six months. programme has a duration in excess of one year. Your University – Handbook for Postgraduate Students44 / /45

[3] (University of Liverpool Postgraduate Handbook, page 24)
y policy. Further information about for the award. Where students register for a postgraduate level award. Similarly, where a student has taken a level recognised prior learning can be accessed for modules on a standalone basis, any Students who take a level 6 module on a 7 module as part of an undergraduate at Appendix R to the Code of Practice on credit contributing to an award must be standalone basis must achieve at least degree they have taken at the University Assessment at liverpool.ac.uk/aqsd/ successfully achieved within the maximum 50% or more for the credit to contribute they will not be permitted to take the same academic-codes-of-practice/code-of- registration period for that award In order to a postgraduate award. level 7 module(s) as part of a postgraduate practice-on-assess

[4] (University of Liverpool Postgraduate Handbook, page 24)
ded as appropriate. for a postgraduate award. Applications If a programme of study includes level 6 programmes of study will not be permitted for recognised prior learning to contribute The registration period commences from modules (as detailed above) which have a to repeat (in a postgraduate programme to a University of Liverpool award will be the date of registration for the first module pass mark of 40%, students must achieve of study), a level 6 module they have considered in accordance with the relevant that carries credit that is to be recognised 50% or more for the credit to be recognised taken in their undergraduate degree. University policy. Further information about for the award. Where students register for a postgraduate level award. Similarly, where a student has taken a leve

[5] (University of Liverpool Postgraduate Handbook, page 24)
s credit towards a higher award provided weeks and a maximum of three years Where the overall average mark in all modules required for a higher award within that this is successfully completed within from initial registration. A programme of ‘taught’ modules contributing to a the maximum registration period they will the maximum period of registration for that 60 credits would normally be studied postgraduate award is less than 50%; or be required to return the lower award in award. Where this is the case, the specific full-time over 15 weeks and part-time Where a student takes an individual order to become eligible for the higher requirements of each entry award will over a period of no more than one year module on a standalone basis outwith award; this is necessary in order to avoid be c",entailed,
RV040,"If an assessment is re-taken as an uncapped first attempt because of accepted extenuating circumstances, how is the new mark treated?","Additionally, the re-assessment is treated as a first attempt, meaning the Board of Examiners will not consider the original claim of extenuating circumstances when evaluating progression or final degree classification.","[1] (University of Liverpool Extenuating Circumstances Policy, page 15)
the Extenuating Circumstances Committee to be taken as a first attempt that is uncapped, the Board of Examiners will not take into account the original claim of extenuating circumstances when considering progression or final degree classification. Whenever an examination/assessment is re-assessed, the mark achieved in the re-assessment always replaces any previous mark - even when the earlier mark is higher. 8. EXTENUATING CIRCUMSTANCES AND ELEMENTS OF ASSESSED WORK Where elements of the work making up the final mark are missing (for example, coursework) and the extenuating circumstances are accepted, the Extenuating Circumstances Committee will advise on what work must be completed in order that the final mark can be awarded. Where an assessment or assessments have been missed by a studen

[2] (University of Liverpool Extenuating Circumstances Policy, page 15)
i) You will be permitted one re-sit/re-take of each of the examinations/assessments judged by the Extenuating Circumstances Committee to have been affected by extenuating circumstances. This re-assessment will be treated as a ‘first attempt’ and will be uncapped. (ii) If this re-assessment itself is then affected by extenuating circumstances, then you may be permitted further re-assessment as an uncapped, first attempt. This will require you to submit a new claim for extenuating circumstances which must be as carefully documented as any prior claim and submitted using the same procedure. (iii) Following any re-assessment that is permitted by the Extenuating Circumstances Committee to be taken as a first attempt that is uncapped, the Board of Examiners will not take into account the origina

[3] (University of Liverpool Extenuating Circumstances Policy, page 13)
may permit you to: either: be re-assessed in the relevant examination(s)/assessment(s) with the possibility of improving the mark (see section 7 below); or: keep the original mark but the Board of Examiners will take account of the fact that the performance represented by the mark was affected by extenuating circumstances when the degree classification is determined at the end of the final year. c) Extenuating circumstances that affect a re-assessment of an examination or assessment If extenuating circumstances have affected a re-assessed examination or assessment, the Extenuating Circumstances Committee may recommend that you should be allowed to re-sit/retake the examination/assessment again. This may be effected either by allowing you to ‘carry’ the failed credit (normally no more than

[4] (University of Liverpool Extenuating Circumstances Policy, page 15)
t the end of the final year and will make an appropriate recommendation to the Board of Examiners as to the classification of degree you should be awarded. 6. ASSESSMENT MARKS A mark can only be increased if you re-sit/re-take the examination or assessment and achieve a better performance; however, your performance in a resit may result in a lower mark being achieved and recorded as your final mark. If your claim is successful but you choose not to be re-assessed, the mark will not be altered, but the Extenuating Circumstances Committee will consider the impact of the affected mark on your overall results at the end of the final year and will make an appropriate recommendation to the Board of Examiners on the classification of your degree. If you have had extenuating circumstances accepted

[5] (University of Liverpool Extenuating Circumstances Policy, page 13)
it. The usual rules with regard to marks achieved in re-assessments will apply (unless the reassessments are being regarded as ‘first attempts’ on account of extenuating circumstances). When an assessment is re-sat/re-taken as a ‘first attempt’ all the options available in relation to first attempts will be available to the Extenuating Circumstances Committee and the Board of Examiners i.e. your examination/assessment will be treated as if you had never previously taken the exam or attempted the assessment. Where the failed credit is ‘carried’ into the next year of study and then re-assessed, the Board of Examiners will not take into account the original claim of extenuating circumstances when considering progression or final degree classification. 5.3 Undergraduate programmes, final year",entailed,
RV041,"If a student receives a local disciplinary sanction for abusive conduct in an intimate relationship, what does the conduct framework say about the seriousness of the breach and the grounds for appeal?",The retrieved evidence does not adequately support a complete answer: 1 claim(s) in the draft answer were contradicted by the retrieved evidence.,"[1] (Student Conduct Breaches and Indicative Sanctions — Appendix B, page 5)
Student Conduct, Complaints and Compliance • Breaches which are committed against family members, or someone currently or formerly involved in an intimate relationship with the reported student and may be considered to constitute domestic abuse. 2.1. Where a Category 1 breach may be considered to include aggravating factors, a person with Local Disciplinary Action authority will take advice on whether the case should be referred to the University Disciplinary Panel Action. The University Disciplinary Panel / Chair will use its discretion to impose appropriate sanctions on a case-by-case basis. 3. Additional Considerations – Mitigating Factors 3.1. There may be certain circumstances in which a breach is subject to a less severe sanction due to the presence of mitigating factors. A mitigatin

[2] (University of Liverpool Postgraduate Handbook, page 36)
The University has three stages for Their authority under local disciplinary In certain cases, the Student Conduct The Student Conduct Policy sets out managing alleged student misconduct: action enables them to issue sanctions Manager (or nominee) may determine the right of appeal by students against 1. Informal Resolution which include a formal written warning that the misconduct is suitable to be dealt decisions taken under University or a final written warning for a repeated with via Chair’s Action. In cases where the Disciplinary Procedures. 2. Local Disciplinary Action breach, a fine not exceeding £200, a student admits the misconduct and the 3. University Disciplinary Action – The full Student Conduct Policy can be requirement in the event of non-accidental facts of the matter are no

[3] (Student Conduct Procedures — Appendix A, page 4)
Sanctions. 3.2 Where an allegation about another student is made to a designated member of staff, or misconduct has been identified in some other way, they must decide if the misconduct can be dealt with under Local Disciplinary Action by referring to the Student Conduct Policy, section 8 which illustrates examples of what types of misconduct can be considered locally. They can also refer to Appendix B – Student Conduct Breaches and Sanctions which sets out a non-exhaustive list of breaches and what category they fall into. Where the conduct under consideration may relate to Freedom of Speech, advice should be sought from the Student Conduct Team. They can also provide advice on which category a APPENDIX A – STUDENT CONDUCT POLICY PROCEDURES

[4] (University of Liverpool Undergraduate Handbook, page 40)
The University has three stages for Their authority under local disciplinary In certain cases, the Student Conduct The full Student Conduct Policy can be managing alleged student misconduct: action enables them to issue sanctions Manager (or nominee) may determine found at Conduct and discipline - Student 1. Informal Resolution which include a formal written warning that the misconduct is suitable to be dealt Administration - University of Liverpool. or a final written warning for a repeated with via Chair’s Action. In cases where the 2. Local Disciplinary Action Information on how to report concerns breach, a fine not exceeding £200, a student admits the misconduct and the 3. University Disciplinary Action – about another student’s conduct can be requirement in the event of non-accidental

[5] (University of Liverpool Postgraduate Handbook, page 36)
of contribute to the case and Local Disciplinary Action is generally used it may impose a fine or other appropriate section 13 of the Section 13 of the Student the collection of evidence by the University’s for misconduct breaches that are generally sanction including requiring a student Conduct Policy. Investigating Officer. The Investigating contained incidents and/or persistent to attend a workshop or course, it may Officer will submit a report to the Student Students should declare any Police minor incidents of misconduct. suspend a student from the University for a Conduct Manger (or nominee), and they investigation, arrest or conviction as specified period, or it may expel a student Designated staff have the authority to will decide whether there is sufficient outlined above by compl",entailed,
RV042,When might an international student need a new or updated ATAS certificate during their studies?,These requirements are explicitly stated in the evidence provided.,"[1] (Policy on UKVI Compliance — Student Route, page 12)
ubject area that requires ATAS clearance must apply for a new ATAS certificate to cover the new subject area and provide the University with the correct ATAS certificate. 13.7 Currently registered international students on an ATAS-applicable programme who extend their studies or research for more than three months must obtain a new ATAS certificate to cover the extension. 13.8 The University will retain a copy of the ATAS certificate on all applicable students’ records. 14. Student Route visa refusals and rejections 14.1 Currently registered international students whose application for extended leave to remain in the UK is refused or rejected must inform Student Life immediately and seek advice from IAG. 14.2 Students must provide the University with a copy of their visa refusal or rejecti

[2] (Policy on UKVI Compliance — Student Route, page 12)
gramme of study/research that an applicant has applied to for clearance. The ATAS certificate must match the HEI and programme detailed on the student’s CAS for the Student Route application to be considered. 13.5 International students residing inside or outside the UK who require an extension to their existing leave to remain in the UK in order to resume and/or remain on their ATAS-applicable current programme must re-apply for ATAS clearance and provide a new ATAS certificate together with their request for a new CAS. 13.6 Currently registered international students who transfer programme of study or change their research discipline to a subject area that requires ATAS clearance must apply for a new ATAS certificate to cover the new subject area and provide the University with the corre

[3] (Student Guide for UK Visa Holders 2026, page 4)
ent visa (if issued). In most cases, per month, for research all of these steps have been this would require you to leave the UK. students completed. Copies of entry qualifications, Collected before arrival No updates required Continuing international students references and English or seen at registration if All students are required to re-register Language certificates requested If you fail to complete registration on at the beginning of each academic year Copy of Academic Must be seen before arrival You must apply for a new time (normally within two weeks of during the registration period. Students Technology Approval (before a CAS can be issued). ATAS certificate and provide your start date), the Admissions Team on taught programmes are required to Scheme (ATAS) certificate, ATAS is on

[4] (Student Guide for UK Visa Holders 2026, page 11)
18 19 Academic Technology Graduate Approval Scheme Route (ATAS) Visa ATAS is a UK Government scheme An ATAS certificate will display the The Graduate route visa is an designed to prevent those undertaking University and the programme of study/ immigration route designed to give postgraduate study from acquiring research that an applicant has applied to Student visa holders who have been knowledge that could be used in for clearance. Current students applying awarded an eligible qualification an Weapons of Mass Destruction (WMD) for a new Student visa for any reason additional 18 month or 3-year visa in activities. Applicants for certain subject (e.g. an extension or suspension) must which to look for and engage in areas must obtain an ATAS certificate re-apply for ATAS clearance and provid

[5] (Student Guide for UK Visa Holders 2026, page 11)
rpool.ac.uk/postgraduate-taught/ programme, change their The Graduate route visa is independent applying/atas/ research discipline or get an from the University. A graduate from the extension of more than 3 months University is responsible for ensuring they Applicants whose subject area requires must apply for a new ATAS meet the requirements of the visa and ATAS clearance must provide the correct certificate to cover their new applying for the visa when eligible, if ATAS certificate before the University subject area and provide the they wish to. will issue a CAS for a Student visa. University with the new ATAS Students can only apply for this visa certificate. after being successfully awarded an eligible qualification and after receiving confirmation from the University that a report has",entailed,
RV043,How do the Undergraduate and Postgraduate Handbooks distinguish the complaints route from an assessment appeal?,"Complaints route: Governed by the Student Charter?s Early Resolution procedure, which requires students to submit complaints in writing within 25 working days and seek informal resolution first (evidence,).","[1] (University of Liverpool Postgraduate Handbook, page 37)
this responsibility, the Policy or Student Complaints Policy); student’s suitability for professional Further information including appeals University operates a Fitness to Practise That constitute a matter which could practice on grounds of health, the Executive forms can be found at: Assessment Procedure. have been resolved under the Student Pro-Vice- Chancellor may require the appeals Assessment appeals- Student Complaints Policy and Procedure at The Fitness to Practise Policy and student to be assessed by the University’s Administration - University of Liverpool. the appropriate time. Procedures apply to students on Occupational Health Physician. At the end An assessment appeal is a challenge programmes in the Faculty of Health of the formal investigation, the Investigating Where a st

[2] (University of Liverpool Postgraduate Handbook, page 37)
hysician. At the end An assessment appeal is a challenge programmes in the Faculty of Health of the formal investigation, the Investigating Where a student submits an appeal, they to, or a request for reconsideration (on and Life Sciences with professional/ Officer may conclude: will not be permitted to attend graduation specified grounds) of a decision made by statutory body regulation that necessitates (i) That there is no case to be taken the University on student assessments and or graduate until either the appeal is Fitness to Practise processes or on a forward, in which case the student will be awards. concluded or withdrawn. informed that no further action will be taken Your University – Handbook for Postgraduate Students70 / /71

[3] (University of Liverpool Undergraduate Handbook, page 42)
uld a student front of this handbook, sets out the student normally within 25 working days Procedure does not cover the following consider that such an issue or concern has general entitlements and responsibilities of the receipt of the complaint within the matters for which separate procedures exist: not or cannot be resolved informally. of students. If you believe you have a School/Institute/service. If it should prove Assessment appeals Assessment legitimate complaint, you should refer in the first instance to the Student Charter to Early Resolution impossibleworking days,to respondthe studentfullyshallwithinbe25informed appealsUniversity- Studentof LiverpoolAdministrationand - The majority of complaints can be clarify what is reasonable for you to expect in writing of the revised times

[4] (University of Liverpool Postgraduate Handbook, page 38)
uld a student front of this handbook, sets out the student normally within 25 working days Procedure does not cover the following consider that such an issue or concern has general entitlements and responsibilities of the receipt of the complaint within the matters for which separate procedures exist: not or cannot be resolved informally. of students. If you believe you have a School/Institute/service. If it should prove Assessment appeals Assessment legitimate complaint, you should refer in the first instance to the Student Charter to Early Resolution impossibleworking days,to respondthe studentfullyshallwithinbe25informed appealsUniversity- Studentof LiverpoolAdministrationand - The majority of complaints can be clarify what is reasonable for you to expect in writing of the revised times

[5] (University of Liverpool Undergraduate Handbook, page 41)
e governed by these processes. forward, in which case the student will be Administration - University of Liverpool. Where a student submits an appeal, they informed that no further action will be taken An assessment appeal is a challenge will not be permitted to attend graduation to, or a request for reconsideration (on or graduate until either the appeal is specified grounds) of a decision made concluded or withdrawn. by the University on student assessments and awards. Your University – Handbook for Undergraduate Students78 / /79",entailed,
RV044,How do the visa-holder guide and UKVI compliance policy describe the University's document-checking responsibilities for Student Route students?,"These responsibilities are explicitly stated in the policy, emphasizing proactive verification and ongoing compliance monitoring by the University (via Student Life).","[1] (Policy on UKVI Compliance — Student Route, page 13)
he conditions of the visa upon which they hold leave to remain in the UK. 15.2 International students are expected to assist the University in discharging its UKVI compliance responsibilities by cooperating with all reasonable requests for information and/or documentation, Policy on UKVI - Student Route Compliance Page 13 of 14

[2] (Policy on UKVI Compliance — Student Route, page 14)
tudentsupport/visas-and-immigration/) Policy on UKVI - Student Route Compliance Page 14 of 14

[3] (Policy on UKVI Compliance — Student Route, page 6)
POLICY ON UKVI - STUDENT COMPLIANCE visa) and the student will be required to leave the UK (where the student remains in the UK). Any later agreement to recommence study at the University would require the student to be issued with a new CAS in order to apply for a new Student Route visa to enter the UK. 4. Immigration documentation 4.1 For all international students, the University is required to verify and retain copies of their: a) Current passport, showing all personal identity (including biometric) details, stamps and/or immigration status documents; and, b) e-visa showing their right to be in the UK and right to study c) Proof of the arrival date into the UK 4.2 All Student Route visas must confirm the student’s entitlement to study with the University of Liverpool. This will be norm

[4] (Policy on UKVI Compliance — Student Route, page 6)
n and the responsibility for ensuring compliance with this requirement falls within Student Life. Student Life provides guidance and training annually (and upon request) to staff involved this activity. 4.5 Where an international student is issued with a new passport or immigration document for any reason and at any stage during their studies, they must provide all documentation to the Student Life team for verification and retention. 4.6 Student Life is responsible for the regular monitoring of all international students’ right to remain in the UK and, where necessary, will contact students for further information, documentation and/or clarification as to their current immigration status. Students are expected to comply with all reasonable requests for information and/or documentation whe

[5] (Policy on UKVI Compliance — Student Route, page 14)
POLICY ON UKVI - STUDENT COMPLIANCE including regular requests to verify and/or update their personal contact details. Students are expected to inform the University, via completion of the relevant online portal, of any changes to their personal contact details as soon as it is reasonable and practicable for them to do so. 15.3 The University reserves the right to request appropriate evidence from a student that they are complying with the conditions of the visa upon which they hold leave to remain in the UK, as it sees fit. 15.4 Where an international student is found to be, or with reasonable grounds is suspected of, failing to comply with the conditions of their visa, or where an international student is found to be, or with reasonable grounds is suspected of, failing to hold current le",entailed,
RV045,"If illness or another unavoidable event is likely to make a student miss an assessment, what immediate academic action and support options should they consider?","Additionally, they may apply for an exemption from late penalties for coursework submissions under similar circumstances.","[1] (University of Liverpool Extenuating Circumstances Policy, page 4)
extenuating circumstances are only considered at a few meetings during the year. In the case of coursework (e.g. essays), if you are experiencing extenuating circumstances around the time of the submission deadline you should consider applying for an exemption from late penalties. See below for details of the Extenuating Circumstances Process: THE EXTENUATING CIRCUMSTANCES PROCESS If you will be unable to attend an examination or complete an assessment which counts towards the final mark of a module owing to illness or other unavoidable circumstances, you must inform your Department/School (or other team/office as indicated in 2.1 above) before the examination/assessment takes place, preferably in writing or by email Contact your academic adviser or School teaching support staff for advic

[2] (University of Liverpool Postgraduate Handbook, page 30)
Further information about progress and Personal Exceptional Circumstances attendance can be found in the ‘Guide may, for example, include: on the Progress of Students on Taught Illness and/or injury affecting the student: Chapter Eight Programmes of Study’ which can be Bereavement found at liverpool.ac.uk/media/livacuk/ Serious illness affecting a close tqsd/code-of-practice-on-assessment/ family member Additional Support appendix_E_cop_assess.pdf Unforeseeable or unpreventable events. The Student Attendance policy for PEC requests must normally be supported academic year 2025/26 also includes by evidence to be considered by the and Guidance what to do to report any absences. University. This generally requires Students should be aware that, in all cases, independent third-party evidence t

[3] (University of Liverpool Undergraduate Handbook, page 34)
Further information about progress and Personal Exceptional Circumstances attendance can be found in the ‘Guide may, for example, include: on the Progress of Students on Taught Illness and/or injury affecting the student: Chapter Eight Programmes of Study’ which can be Bereavement found at liverpool.ac.uk/media/livacuk/ Serious illness affecting a close tqsd/code-of-practice-on-assessment/ family member Additional Support appendix_E_cop_assess.pdf Unforeseeable or unpreventable events. The Student Attendance policy for PEC requests must normally be supported academic year 2025/26 also includes by evidence to be considered by the and Guidance what to do to report any absences. University. This generally requires Students should be aware that, in all cases, independent third-party evidence t

[4] (University of Liverpool Extenuating Circumstances Policy, page 3)
se procedures. 1. ABSENCE FROM EXAMINATIONS/SUBMISSION OF ASSESSMENT 1.1 If you are unable to attend an examination or assessment which counts towards the final mark of a module owing to illness or other unavoidable circumstances, you must inform your department/school, preferably in writing or by email, before the examination or assessment takes place, in order for the absence to be regarded as authorised. Provided that acceptable evidence of ‘good cause’ for such absence (e.g. a medical note) is presented for consideration by the Extenuating Circumstances Committee in accordance with the procedures set out below, you will be granted a right to re-assessment as a first attempt (unless the examination or assessment missed was not a ‘first attempt’ examination). Only in exceptional circumst

[5] (University of Liverpool Extenuating Circumstances Policy, page 7)
claiming have affected your performance predate your assessment. In the event that your circumstances are such that there is no independent documentary evidence, the Extenuating Circumstances Committee will expect to see evidence that you alerted someone within the University, at the time, that you were experiencing difficulties with your studies. This may be a letter from your academic adviser or School teaching support staff or from a central support service (e.g. Counselling Service, Student Support Services). Such people may decline to provide you with a statement if they consider that they cannot confirm that the circumstances which you are claiming have affected your performance predate your assessment; it is at their discretion whether or not to provide a statement. Please note that",entailed,
