question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,latency_seconds,bm25_hit_at_5,bm25_recall_at_5,gold_in_pool,final_chunk_ids,hit_at_1,recall_at_1,full_evidence_at_1,precision_at_1,ndcg_at_1,hit_at_3,recall_at_3,full_evidence_at_3,precision_at_3,ndcg_at_3,hit_at_5,recall_at_5,full_evidence_at_5,precision_at_5,ndcg_at_5,hit_at_10,recall_at_10,full_evidence_at_10,precision_at_10,ndcg_at_10,mrr
V2Q059,When should a concern move from Early Resolution to the Formal Complaint stage?,paraphrased,medium,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1",1,4.657540400046855,1,1.0,1.0,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p14_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p15_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p11_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p11_c1 | UOL_undergraduate_handbook.pdf_p42_c5 | UOL_postgraduate_handbook.pdf_p38_c5 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p14_c2",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q060,What reassessment opportunity may be available to an undergraduate student who fails up to 30 credits in the final year but still achieves an honours-level average?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p30_c9,1,2.9058704000199214,1,1.0,1.0,UOL_undergraduate_handbook.pdf_p30_c2 | UOL_undergraduate_handbook.pdf_p31_c3 | UOL_undergraduate_handbook.pdf_p31_c1 | UOL_undergraduate_handbook.pdf_p30_c9 | UOL_undergraduate_handbook.pdf_p31_c4 | UOL_postgraduate_handbook.pdf_p25_c3 | UOL_extenuating_circumstances_policy.pdf_p14_c5 | UOL_undergraduate_handbook.pdf_p30_c3 | UOL_undergraduate_handbook.pdf_p25_c7 | UOL_postgraduate_handbook.pdf_p25_c9,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,1,0.2,0.43067655807339306,1,1.0,1,0.1,0.43067655807339306,0.25
V2Q061,How are roles divided when an academic-integrity offence is investigated under the updated assessment arrangements?,factual,easy,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c2",1,2.9247554999310523,0,0.0,0.0,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c1 | UOL_postgraduate_handbook.pdf_p31_c8 | UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c4 | UOL_undergraduate_handbook.pdf_p35_c8 | UOL_postgraduate_handbook.pdf_p37_c3 | UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p3_c3 | UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c5 | UOL_postgraduate_handbook.pdf_p28_c8 | UOL_undergraduate_handbook.pdf_p38_c7 | UOL_postgraduate_handbook.pdf_p28_c9",0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
V2Q062,How should a self-funding student's tuition-fee deposit be treated when they pay the remaining programme fee?,procedural,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p5_c4",1,1.9658710999647155,1,1.0,1.0,"UOL_payment_policy_2026,2027.pdf_p5_c4 | UOL_payment_policy_2026,2027.pdf_p3_c3 | UOL_payment_policy_2026,2027.pdf_p5_c5 | UOL_payment_policy_2026,2027.pdf_p5_c3 | UOL_payment_policy_2026,2027.pdf_p3_c1 | UOL_payment_policy_2026,2027.pdf_p5_c2 | UOL_payment_policy_2026,2027.pdf_p7_c3 | UOL_payment_policy_2026,2027.pdf_p3_c2 | UOL_undergraduate_handbook.pdf_p36_c1 | UOL_postgraduate_handbook.pdf_p32_c1",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q063,What does the updated Recognition of Prior Learning policy imply about how prior credit must be matched to a programme?,reasoning,hard,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p6_c1",1,3.6690334000159055,1,1.0,1.0,"UOL_postgraduate_handbook.pdf_p24_c1 | UOL_postgraduate_handbook.pdf_p24_c2 | UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p6_c1 | UOL_postgraduate_handbook.pdf_p24_c3 | UOL_undergraduate_handbook.pdf_p36_c1 | UOL_postgraduate_handbook.pdf_p32_c9 | UOL_extenuating_circumstances_policy.pdf_p16_c2 | UOL_postgraduate_handbook.pdf_p23_c3 | UOL_extenuating_circumstances_policy.pdf_p16_c3 | UOL_extenuating_circumstances_policy.pdf_p16_c1",0,0.0,0,0.0,0.0,1,1.0,1,0.3333333333333333,0.5,1,1.0,1,0.2,0.5,1,1.0,1,0.1,0.5,0.3333333333333333
V2Q064,"When does the University recalculate programme fees after a student does not register, leaves, or interrupts study?",paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p6_c1",1,1.8848328000167385,1,1.0,1.0,"UOL_payment_policy_2026,2027.pdf_p6_c1 | UOL_undergraduate_handbook.pdf_p37_c1 | UOL_postgraduate_handbook.pdf_p33_c1 | UOL_student_guide_visa_holders.pdf_p5_c2 | UOL_UKVI_complience.pdf_p7_c4 | UOL_UKVI_complience.pdf_p10_c5 | UOL_payment_policy_2026,2027.pdf_p7_c2 | UOL_payment_policy_2026,2027.pdf_p5_c5 | UOL_payment_policy_2026,2027.pdf_p1_c2 | UOL_student_guide_visa_holders.pdf_p10_c1",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q065,What evidence is normally required if a student claims extenuating circumstances because of religious observance?,paraphrased,medium,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p10_c3,1,1.8666022999677807,1,1.0,1.0,UOL_extenuating_circumstances_policy.pdf_p10_c3 | UOL_extenuating_circumstances_policy.pdf_p10_c4 | UOL_extenuating_circumstances_policy.pdf_p7_c6 | UOL_extenuating_circumstances_policy.pdf_p8_c5 | UOL_extenuating_circumstances_policy.pdf_p17_c4 | UOL_extenuating_circumstances_policy.pdf_p5_c5 | UOL_extenuating_circumstances_policy.pdf_p7_c3 | UOL_extenuating_circumstances_policy.pdf_p6_c4 | UOL_extenuating_circumstances_policy.pdf_p8_c2 | UOL_extenuating_circumstances_policy.pdf_p11_c1,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q066,Why should a student include all relevant issues and evidence when requesting a Review of a formal complaint?,reasoning,hard,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3",1,1.7228645000141114,1,1.0,1.0,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p13_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p13_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p10_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p15_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p14_c3",0,0.0,0,0.0,0.0,1,1.0,1,0.3333333333333333,0.6309297535714575,1,1.0,1,0.2,0.6309297535714575,1,1.0,1,0.1,0.6309297535714575,0.5
V2Q067,What may happen after a visa refusal if IAG assesses an appeal or administrative review as unlikely to succeed?,paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p13_c2,1,3.444137000013143,0,0.0,1.0,UOL_student_guide_visa_holders.pdf_p8_c5 | UOL_UKVI_complience.pdf_p13_c1 | UOL_UKVI_complience.pdf_p13_c3 | UOL_student_guide_visa_holders.pdf_p4_c7 | UOL_student_guide_visa_holders.pdf_p8_c4 | UOL_UKVI_complience.pdf_p13_c5 | UOL_UKVI_complience.pdf_p13_c4 | UOL_UKVI_complience.pdf_p13_c2 | UOL_student_guide_visa_holders.pdf_p8_c3 | UOL_UKVI_complience.pdf_p12_c5,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,1,0.1,0.31546487678572877,0.125
V2Q068,What must a student provide if they request a late Review of a Formal Complaint outcome?,factual,easy,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2",1,1.6621668000007048,1,1.0,1.0,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p15_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2 | UOL_undergraduate_handbook.pdf_p42_c1 | UOL_postgraduate_handbook.pdf_p38_c1 | UOL_undergraduate_handbook.pdf_p42_c2 | UOL_postgraduate_handbook.pdf_p38_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p13_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p14_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c1",0,0.0,0,0.0,0.0,1,1.0,1,0.3333333333333333,0.6309297535714575,1,1.0,1,0.2,0.6309297535714575,1,1.0,1,0.1,0.6309297535714575,0.5
V2Q069,What does the University commit to when it issues a CAS under its Student sponsor licence?,paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p3_c1,1,1.656068000011146,1,1.0,1.0,UOL_UKVI_complience.pdf_p3_c1 | UOL_UKVI_complience.pdf_p9_c2 | UOL_UKVI_complience.pdf_p13_c6 | UOL_UKVI_complience.pdf_p5_c1 | UOL_UKVI_complience.pdf_p13_c2 | UOL_UKVI_complience.pdf_p5_c4 | UOL_UKVI_complience.pdf_p5_c5 | UOL_UKVI_complience.pdf_p13_c5 | UOL_UKVI_complience.pdf_p11_c4 | UOL_UKVI_complience.pdf_p11_c3,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q070,Which broad topics are covered in the Postgraduate Handbook's sections on programme rules and student conduct?,paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p2_c3,1,1.6790056999307126,0,0.0,0.0,"UOL_payment_policy_2026,2027.pdf_p1_c4 | UOL_postgraduate_handbook.pdf_p22_c6 | UOL_postgraduate_handbook.pdf_p22_c8 | UOL_payment_policy_2026,2027.pdf_p1_c3 | UOL_postgraduate_handbook.pdf_p2_c5 | UOL_postgraduate_handbook.pdf_p23_c10 | UOL_UKVI_complience.pdf_p9_c3 | UOL_postgraduate_handbook.pdf_p22_c7 | UOL_postgraduate_handbook.pdf_p22_c1 | UOL_UKVI_complience.pdf_p8_c5",0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
V2Q071,When can a graduate apply for the Graduate Route visa according to the guide?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p11_c3,1,1.7875379000324756,1,1.0,1.0,UOL_student_guide_visa_holders.pdf_p11_c3 | UOL_student_guide_visa_holders.pdf_p11_c1 | UOL_student_guide_visa_holders.pdf_p11_c2 | UOL_student_guide_visa_holders.pdf_p11_c4 | UOL_UKVI_complience.pdf_p10_c5 | UOL_UKVI_complience.pdf_p13_c4 | UOL_UKVI_complience.pdf_p5_c2 | UOL_UKVI_complience.pdf_p5_c5 | UOL_UKVI_complience.pdf_p8_c1 | UOL_UKVI_complience.pdf_p10_c3,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q072,How does the Diversity and Equality of Opportunity Policy relate to the University's other equality-related policies and plans?,reasoning,hard,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p30_c1,1,3.951868599979207,1,1.0,1.0,UOL_diversity-equality-opportunity-policy.pdf_p30_c1 | UOL_diversity-equality-opportunity-policy.pdf_p4_c1 | UOL_diversity-equality-opportunity-policy.pdf_p10_c1 | UOL_diversity-equality-opportunity-policy.pdf_p11_c1 | UOL_diversity-equality-opportunity-policy.pdf_p8_c2 | UOL_diversity-equality-opportunity-policy.pdf_p11_c2 | UOL_diversity-equality-opportunity-policy.pdf_p8_c3 | UOL_diversity-equality-opportunity-policy.pdf_p4_c3 | UOL_diversity-equality-opportunity-policy.pdf_p1_c1 | UOL_diversity-equality-opportunity-policy.pdf_p30_c2,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q073,A student has an automatic right of appeal against an Informal Resolution outcome in a conduct case. Is that correct?,adversarial_false_premise,hard,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p4_c2,1,4.029006700031459,0,0.0,1.0,UOL_student_conduct1.pdf_p4_c2 | UOL_postgraduate_handbook.pdf_p36_c1 | UOL_postgraduate_handbook.pdf_p36_c6 | UOL_undergraduate_handbook.pdf_p40_c6 | UOL_postgraduate_handbook.pdf_p36_c4 | UOL_postgraduate_handbook.pdf_p36_c5 | UOL_student_conduct1.pdf_p4_c1 | UOL_student_conduct1.pdf_p3_c4 | UOL_student_conduct1.pdf_p8_c2 | UOL_undergraduate_handbook.pdf_p42_c1,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q074,Can a retrospective extenuating-circumstances claim about a previous resit ever affect how a later resit attempt is counted?,factual,easy,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p16_c6,1,1.9088240000419319,1,1.0,1.0,UOL_extenuating_circumstances_policy.pdf_p16_c6 | UOL_extenuating_circumstances_policy.pdf_p16_c4 | UOL_extenuating_circumstances_policy.pdf_p16_c5 | UOL_extenuating_circumstances_policy.pdf_p15_c5 | UOL_extenuating_circumstances_policy.pdf_p15_c2 | UOL_extenuating_circumstances_policy.pdf_p16_c3 | UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p13_c4 | UOL_extenuating_circumstances_policy.pdf_p17_c2 | UOL_extenuating_circumstances_policy.pdf_p10_c4,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q075,What can support an extenuating-circumstances claim when no independent documentary evidence is available?,procedural,medium,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p7_c2,1,1.8101174999028444,1,1.0,1.0,UOL_extenuating_circumstances_policy.pdf_p7_c2 | UOL_extenuating_circumstances_policy.pdf_p6_c4 | UOL_extenuating_circumstances_policy.pdf_p6_c5 | UOL_extenuating_circumstances_policy.pdf_p10_c3 | UOL_extenuating_circumstances_policy.pdf_p6_c6 | UOL_extenuating_circumstances_policy.pdf_p12_c3 | UOL_extenuating_circumstances_policy.pdf_p6_c3 | UOL_extenuating_circumstances_policy.pdf_p7_c6 | UOL_extenuating_circumstances_policy.pdf_p5_c5 | UOL_extenuating_circumstances_policy.pdf_p6_c2,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q076,What support and representation options does a responding student have during a conduct investigation meeting?,reasoning,hard,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p12_c1,1,1.5964574000099674,0,0.0,1.0,UOL_student_conduct1.pdf_p12_c1 | UOL_student_conduct1.pdf_p11_c5 | UOL_student_conduct1.pdf_p18_c1 | UOL_student_conduct1.pdf_p5_c5 | UOL_student_conduct1.pdf_p5_c3 | UOL_student_conduct1.pdf_p12_c2 | UOL_student_conduct1.pdf_p12_c4 | UOL_student_conduct1.pdf_p12_c3 | UOL_student_conduct1.pdf_p5_c2 | UOL_student_conduct1.pdf_p21_c4,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q077,"If IAG thinks a visa-refusal appeal is likely to fail, the University must continue sponsoring the student until every possible appeal is exhausted. Is that correct?",adversarial_false_premise,hard,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p13_c3,1,1.8559182999888435,1,1.0,1.0,UOL_student_guide_visa_holders.pdf_p8_c5 | UOL_UKVI_complience.pdf_p13_c3 | UOL_student_guide_visa_holders.pdf_p8_c4 | UOL_UKVI_complience.pdf_p13_c5 | UOL_UKVI_complience.pdf_p13_c1 | UOL_UKVI_complience.pdf_p13_c2 | UOL_student_guide_visa_holders.pdf_p8_c1 | UOL_UKVI_complience.pdf_p12_c5 | UOL_student_guide_visa_holders.pdf_p4_c7 | UOL_student_guide_visa_holders.pdf_p8_c3,0,0.0,0,0.0,0.0,1,1.0,1,0.3333333333333333,0.6309297535714575,1,1.0,1,0.2,0.6309297535714575,1,1.0,1,0.1,0.6309297535714575,0.5
V2Q078,What kinds of behaviour should a student or staff member recognise as potential bullying that may need to be raised?,procedural,medium,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p18_c3,1,1.7365756999934092,0,0.0,0.0,"UOL_diversity-equality-opportunity-policy.pdf_p5_c3 | UOL_diversity-equality-opportunity-policy.pdf_p18_c2 | UOL_student_conduct1.pdf_p5_c1 | UOL_diversity-equality-opportunity-policy.pdf_p23_c2 | UOL_diversity-equality-opportunity-policy.pdf_p5_c2 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p4_c1 | UOL_postgraduate_handbook.pdf_p35_c2 | UOL_undergraduate_handbook.pdf_p39_c9 | UOL_undergraduate_handbook.pdf_p39_c2",0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
V2Q079,How can non-consensual sexual touching be categorised under the indicative conduct sanctions?,factual,easy,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p7_c2,1,1.6502267000032589,1,1.0,1.0,UOL_student_conduct2.pdf_p2_c1 | UOL_student_conduct2.pdf_p8_c3 | UOL_student_conduct2.pdf_p8_c4 | UOL_undergraduate_handbook.pdf_p39_c1 | UOL_undergraduate_handbook.pdf_p40_c6 | UOL_student_conduct2.pdf_p1_c1 | UOL_student_conduct1.pdf_p4_c4 | UOL_undergraduate_handbook.pdf_p40_c10 | UOL_postgraduate_handbook.pdf_p36_c6 | UOL_student_conduct1.pdf_p27_c2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.07142857142857142
V2Q080,How long does protection against maternity discrimination apply in the non-work context after giving birth?,paraphrased,medium,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p14_c3,1,1.9914271000307053,1,1.0,1.0,UOL_diversity-equality-opportunity-policy.pdf_p14_c3 | UOL_diversity-equality-opportunity-policy.pdf_p14_c2 | UOL_diversity-equality-opportunity-policy.pdf_p24_c1 | UOL_diversity-equality-opportunity-policy.pdf_p20_c1 | UOL_diversity-equality-opportunity-policy.pdf_p14_c1 | UOL_diversity-equality-opportunity-policy.pdf_p27_c1 | UOL_diversity-equality-opportunity-policy.pdf_p14_c4 | UOL_diversity-equality-opportunity-policy.pdf_p4_c2 | UOL_diversity-equality-opportunity-policy.pdf_p29_c2 | UOL_diversity-equality-opportunity-policy.pdf_p25_c1,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q081,What kind of environment does the University say it is committed to providing under its equality policy?,factual,easy,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p5_c2,1,2.2651186999864876,1,1.0,1.0,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p10_c4 | UOL_diversity-equality-opportunity-policy.pdf_p10_c1 | UOL_diversity-equality-opportunity-policy.pdf_p4_c1 | UOL_diversity-equality-opportunity-policy.pdf_p11_c1 | UOL_diversity-equality-opportunity-policy.pdf_p8_c3 | UOL_diversity-equality-opportunity-policy.pdf_p7_c1 | UOL_diversity-equality-opportunity-policy.pdf_p4_c2 | UOL_diversity-equality-opportunity-policy.pdf_p4_c3 | UOL_diversity-equality-opportunity-policy.pdf_p10_c3 | UOL_diversity-equality-opportunity-policy.pdf_p5_c2",0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,1,0.1,0.2890648263178879,0.1
V2Q082,What are the three stages of the Student Complaints Procedure described in the Postgraduate Handbook?,paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c5,1,2.326148399966769,0,0.0,1.0,"UOL_postgraduate_handbook.pdf_p38_c4 | UOL_undergraduate_handbook.pdf_p42_c4 | UOL_postgraduate_handbook.pdf_p38_c10 | UOL_undergraduate_handbook.pdf_p42_c10 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p4_c3 | UOL_postgraduate_handbook.pdf_p36_c1 | UOL_undergraduate_handbook.pdf_p40_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p18_c1 | UOL_postgraduate_handbook.pdf_p38_c9 | UOL_undergraduate_handbook.pdf_p42_c9",0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.07142857142857142
V2Q083,Do the Undergraduate and Postgraduate Handbooks give materially different advice on securing personal belongings and reporting theft?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p13_c5 | UOL_postgraduate_handbook.pdf_p13_c6,2,1.8893035999499261,0,0.0,0.5,UOL_postgraduate_handbook.pdf_p13_c9 | UOL_undergraduate_handbook.pdf_p13_c9 | UOL_undergraduate_handbook.pdf_p13_c4 | UOL_postgraduate_handbook.pdf_p13_c4 | UOL_postgraduate_handbook.pdf_p14_c9 | UOL_undergraduate_handbook.pdf_p14_c9 | UOL_postgraduate_handbook.pdf_p14_c10 | UOL_undergraduate_handbook.pdf_p20_c10 | UOL_postgraduate_handbook.pdf_p18_c8 | UOL_postgraduate_handbook.pdf_p13_c5,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.09090909090909091
V2Q084,How do the Undergraduate and Postgraduate Handbooks advise a student who has been a victim of crime and also needs ongoing support?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p14_c8 | UOL_postgraduate_handbook.pdf_p14_c8,2,1.7395511999493465,1,1.0,1.0,UOL_undergraduate_handbook.pdf_p14_c8 | UOL_postgraduate_handbook.pdf_p14_c8 | UOL_postgraduate_handbook.pdf_p14_c1 | UOL_undergraduate_handbook.pdf_p14_c1 | UOL_postgraduate_handbook.pdf_p14_c7 | UOL_undergraduate_handbook.pdf_p14_c7 | UOL_postgraduate_handbook.pdf_p12_c4 | UOL_undergraduate_handbook.pdf_p12_c4 | UOL_postgraduate_handbook.pdf_p5_c9 | UOL_undergraduate_handbook.pdf_p5_c9,1,0.5,0,1.0,1.0,1,1.0,1,0.6666666666666666,1.0,1,1.0,1,0.4,1.0,1,1.0,1,0.2,1.0,1.0
V2Q085,How do the Undergraduate and Postgraduate Handbooks differ in the award requirements described in these sections?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p29_c9 | UOL_postgraduate_handbook.pdf_p23_c2,2,1.7462238000007346,0,0.0,0.0,UOL_postgraduate_handbook.pdf_p23_c10 | UOL_postgraduate_handbook.pdf_p24_c10 | UOL_postgraduate_handbook.pdf_p24_c3 | UOL_postgraduate_handbook.pdf_p24_c2 | UOL_postgraduate_handbook.pdf_p24_c9 | UOL_postgraduate_handbook.pdf_p23_c7 | UOL_postgraduate_handbook.pdf_p24_c7 | UOL_undergraduate_handbook.pdf_p26_c10 | UOL_postgraduate_handbook.pdf_p24_c5 | UOL_postgraduate_handbook.pdf_p24_c6,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
V2Q086,How do the Undergraduate and Postgraduate Handbooks distinguish the complaints route from an assessment appeal?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p42_c1 | UOL_postgraduate_handbook.pdf_p38_c5,2,3.717979999957606,0,0.0,0.0,"UOL_postgraduate_handbook.pdf_p37_c10 | UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c3 | UOL_undergraduate_handbook.pdf_p41_c10 | UOL_postgraduate_handbook.pdf_p37_c9 | UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p5_c1 | UOL_undergraduate_handbook.pdf_p41_c9 | UOL_student_conduct1.pdf_p8_c1 | UOL_student_conduct1.pdf_p10_c1 | UOL_undergraduate_handbook.pdf_p40_c11 | UOL_student_conduct1.pdf_p26_c1",0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
